"","SampleDate","PlotID","FishTreatment","BirdTreatment","treatment","ElapsedDays","ElapsedDays2","Pre_Post","SamplingOccasion","MeanTemp","MeanDO","MeanDepth","total","PrePost_Vers2","DensityRounded","ElapsedDaysScaled","ElapsedDaysScaled2","MeanTempScaled","MeanDOScaled","MeanDepthScaled","PlotNumber"
"11","2023-11-20","8E","NoFish","NoBirds","NoBirds NoFish",1,1,"Pre","2023-11-20",10.3321759259259,8.6175,24.9999999999,830.581111902,"Pre",831,-1.85093174442706,3.42594832252779,-0.0270465903874431,-0.400837175586257,-1.35403463994999,8
"12","2023-12-15","1C","Fish","Birds","Birds Fish",26,676,"Pre","2023-12-15",8.93356481481482,7.81125,30.734,4367.0452374,"Pre",4367,-0.807434769994364,0.651950907795852,-0.728936201959255,-1.07994792690785,0.193485954890538,1
"13","2023-12-15","1E","Fish","NoBirds","NoBirds Fish",26,676,"Pre","2023-12-15",9.04976851851852,5.98125,30.48,5578.16308901,"Pre",5578,-0.807434769994364,0.651950907795852,-0.670619653629389,-2.62137139967501,0.124935164677311,1
"14","2023-12-15","2C","NoFish","Birds","Birds NoFish",26,676,"Pre","2023-12-15",9.19259259259259,7.49541666666667,30.48,3903.66101633,"Pre",3904,-0.807434769994364,0.651950907795852,-0.598943736658221,-1.34597684137905,0.124935164677311,2
"15","2023-12-15","2E","NoFish","NoBirds","NoBirds NoFish",26,676,"Pre","2023-12-15",8.87824074074074,8.17458333333333,34.29,442.321302241,"Pre",442,-0.807434769994364,0.651950907795852,-0.756700455048577,-0.773909386777399,1.15319701787571,2
"16","2023-12-15","3C","NoFish","Birds","Birds NoFish",26,676,"Pre","2023-12-15",8.84328703703704,8.41833333333333,31.75,1209.011559272,"Pre",1209,-0.807434769994364,0.651950907795852,-0.774241886916722,-0.568596834052267,0.467689115743443,3
"17","2023-12-15","3E","NoFish","NoBirds","NoBirds NoFish",26,676,"Pre","2023-12-15",8.98541666666667,7.42833333333333,23.368,3821.16458331,"Pre",3821,-0.807434769994364,0.651950907795852,-0.702914475214455,-1.40248166358204,-1.79448696129303,3
"18","2023-12-15","4C","Fish","Birds","Birds Fish",26,676,"Pre","2023-12-15",8.97800925925926,7.59541666666667,35.56,5995.91098514,"Pre",5996,-0.807434769994364,0.651950907795852,-0.706631864749428,-1.26174605051745,1.49595096894184,4
"19","2023-12-15","4E","Fish","NoBirds","NoBirds Fish",26,676,"Pre","2023-12-15",8.87060185185185,8.60416666666667,32.512,1032.083038477,"Pre",1032,-0.807434769994364,0.651950907795852,-0.760534013006517,-0.412067947701134,0.673341486383123,4
"20","2023-12-15","5C","NoFish","Birds","Birds NoFish",26,676,"Pre","2023-12-15",8.87615740740741,6.42875,29.21,466.894707841,"Pre",467,-0.807434769994364,0.651950907795852,-0.757745970855286,-2.24443861056938,-0.217818786388821,5
"21","2023-12-15","5E","NoFish","NoBirds","NoBirds NoFish",26,676,"Pre","2023-12-15",9.09282407407408,5.34333333333333,29.21,2309.9001337,"Pre",2310,-0.807434769994364,0.651950907795852,-0.649012326957365,-3.15869365304626,-0.217818786388821,5
"22","2023-12-15","6C","Fish","Birds","Birds Fish",26,676,"Pre","2023-12-15",9.18912037037037,7.6675,27.94,3754.816387155,"Pre",3755,-0.807434769994364,0.651950907795852,-0.600686263002737,-1.20102968877139,-0.560572737454953,6
"23","2023-12-15","6E","Fish","NoBirds","NoBirds Fish",26,676,"Pre","2023-12-15",9.02384259259259,7.72958333333333,29.21,688.055358971,"Pre",688,-0.807434769994364,0.651950907795852,-0.683630517001792,-1.14873640611149,-0.217818786388821,6
"24","2023-12-15","7C","Fish","Birds","Birds Fish",26,676,"Pre","2023-12-15",8.95625,7.5075,33.02,1769.285208851,"Pre",1769,-0.807434769994364,0.651950907795852,-0.717551696508407,-1.33579895414994,0.810443066809576,7
"25","2023-12-15","7E","Fish","NoBirds","NoBirds Fish",26,676,"Pre","2023-12-15",9.11712962962963,7.89,32.512,1169.694110312,"Pre",1170,-0.807434769994364,0.651950907795852,-0.636814642545742,-1.01361617910435,0.673341486383123,7
"26","2023-12-15","8C","NoFish","Birds","Birds NoFish",26,676,"Pre","2023-12-15",8.71550925925926,8.40208333333333,34.29,4099.936218405,"Pre",4100,-0.807434769994364,0.651950907795852,-0.838366856394984,-0.582284337567275,1.15319701787571,8
"27","2023-12-27","1C","Fish","Birds","Birds Fish",38,1444,"Post","2023-12-27",10.3025462962963,7.96833333333333,30.734,5674.22276587,"Post",5674,-0.306556222266671,0.0939767174104127,-0.0419161485273147,-0.947635392929435,0.193485954890538,1
"28","2023-12-27","1E","Fish","NoBirds","NoBirds Fish",38,1444,"Post","2023-12-27",10.2814814814815,7.82791666666667,30.48,1115.63261785,"Post",1116,-0.306556222266671,0.0939767174104127,-0.0524874750173834,-1.06590946176425,0.124935164677311,1
"29","2023-12-27","2C","NoFish","Birds","Birds NoFish",38,1444,"Post","2023-12-27",10.2722222222222,9.55791666666667,30.48,2039.592671222,"Post",2040,-0.306556222266671,0.0939767174104127,-0.0571342119361177,0.391283220141312,0.124935164677311,2
"30","2023-12-27","2E","NoFish","NoBirds","NoBirds NoFish",38,1444,"Post","2023-12-27",10.3400462962963,9.64708333333333,34.29,4527.46383387,"Post",4527,-0.306556222266671,0.0939767174104127,-0.0230968640065211,0.466389008659559,1.15319701787571,2
"31","2023-12-27","3C","NoFish","Birds","Birds NoFish",38,1444,"Post","2023-12-27",10.2099537037037,8.04291666666667,31.75,2391.811485886,"Post",2392,-0.306556222266671,0.0939767174104127,-0.0883835177144638,-0.884813261411825,0.467689115743443,3
"32","2023-12-27","3E","NoFish","NoBirds","NoBirds NoFish",38,1444,"Post","2023-12-27",10.3226851851852,7.59916666666667,23.368,2594.951912,"Post",2595,-0.306556222266671,0.0939767174104127,-0.0318094957291052,-1.25858739586014,-1.79448696129303,3
"33","2023-12-27","4C","Fish","Birds","Birds Fish",38,1444,"Post","2023-12-27",10.2569444444444,9.25625,35.56,8144.32916,"Post",8144,-0.306556222266671,0.0939767174104127,-0.0648013278520081,0.137187001042169,1.49595096894184,4
"34","2023-12-27","4E","Fish","NoBirds","NoBirds Fish",38,1444,"Post","2023-12-27",10.237037037037,9.75583333333333,32.512,1950.979481069,"Post",1951,-0.306556222266671,0.0939767174104127,-0.0747918122272406,0.557989993721542,0.673341486383123,4
"35","2023-12-27","5C","NoFish","Birds","Birds NoFish",38,1444,"Post","2023-12-27",10.2606481481481,6.9225,29.21,6526.69654784,"Post",6527,-0.306556222266671,0.0939767174104127,-0.0629426330845244,-1.82854908069026,-0.217818786388821,5
"36","2023-12-27","5E","NoFish","NoBirds","NoBirds NoFish",38,1444,"Post","2023-12-27",10.3099537037037,7.1625,29.21,12768.34249702,"Post",12768,-0.306556222266671,0.0939767174104127,-0.0381987589923472,-1.62639518262244,-0.217818786388821,5
"37","2023-12-27","6C","Fish","Birds","Birds Fish",38,1444,"Post","2023-12-27",10.3115740740741,9.36125,27.94,4902.39443304,"Post",4902,-0.306556222266671,0.0939767174104127,-0.0373855800315573,0.225629331446842,-0.560572737454953,6
"38","2023-12-27","6E","Fish","NoBirds","NoBirds Fish",38,1444,"Post","2023-12-27",10.3108796296296,9.16916666666667,29.21,1140.206023442,"Post",1140,-0.306556222266671,0.0939767174104127,-0.0377340853004888,0.0638360206668674,-0.217818786388821,6
"39","2023-12-27","7C","Fish","Birds","Birds Fish",38,1444,"Post","2023-12-27",10.2340277777778,9.08583333333333,33.02,2585.12222,"Post",2585,-0.306556222266671,0.0939767174104127,-0.0763020017257929,-0.00635630505113185,0.810443066809576,7
"40","2023-12-27","7E","Fish","NoBirds","NoBirds Fish",38,1444,"Post","2023-12-27",10.3430555555556,8.88541666666667,32.512,4177.478474,"Post",4177,-0.306556222266671,0.0939767174104127,-0.0215866745079189,-0.175168848402903,0.673341486383123,7
"41","2023-12-27","8C","NoFish","Birds","Birds NoFish",38,1444,"Post","2023-12-27",10.1115740740741,8.13166666666667,34.29,4685.32934875,"Post",4685,-0.306556222266671,0.0939767174104127,-0.13775509747579,-0.810058434522161,1.15319701787571,8
"42","2023-12-27","8E","NoFish","NoBirds","NoBirds NoFish",38,1444,"Post","2023-12-27",10.1134259259259,8.24958333333333,33.02,1307.305182151,"Post",1307,-0.306556222266671,0.0939767174104127,-0.136825750092073,-0.710736293631204,0.810443066809576,8
"43","2024-01-08","1C","Fish","Birds","Birds Fish",50,2500,"Post","2024-01-08",7.51458333333333,10.2529166666667,27.178,157.26979634,"Post",157,0.194322325461022,0.0377611661725792,-1.44104863475226,0.976687216629409,-0.766225108094632,1
"44","2024-01-08","1E","Fish","NoBirds","NoBirds Fish",50,2500,"Post","2024-01-08",7.39907407407407,9.95166666666667,25.4,550.44428714,"Post",550,0.194322325461022,0.0377611661725792,-1.49901667781322,0.722941959158835,-1.24608063958722,1
"45","2024-01-08","2C","NoFish","Birds","Birds NoFish",50,2500,"Post","2024-01-08",7.50740740740741,10.7983333333333,27.94,211.331288821,"Post",211,0.194322325461022,0.0377611661725792,-1.44464985586426,1.43609598845363,-0.560572737454953,2
"46","2024-01-08","2E","NoFish","NoBirds","NoBirds NoFish",50,2500,"Post","2024-01-08",7.21226851851852,10.6608333333333,30.48,673.311315525,"Post",673,0.194322325461022,0.0377611661725792,-1.59276459514828,1.32027865101894,0.124935164677311,2
"47","2024-01-08","3C","NoFish","Birds","Birds NoFish",50,2500,"Post","2024-01-08",7.39699074074074,10.00875,27.94,1150.035385735,"Post",1150,0.194322325461022,0.0377611661725792,-1.50006219361993,0.771023702275657,-0.560572737454953,3
"48","2024-01-08","3E","NoFish","NoBirds","NoBirds NoFish",50,2500,"Post","2024-01-08",7.3900462962963,9.99041666666667,22.86,683.140677825,"Post",683,0.194322325461022,0.0377611661725792,-1.50354724630896,0.755581390617702,-1.93158854171948,3
"49","2024-01-08","4C","Fish","Birds","Birds Fish",50,2500,"Post","2024-01-08",7.41319444444444,10.6425,30.48,324.36895497,"Post",324,0.194322325461022,0.0377611661725792,-1.49193040401218,1.304836339361,0.124935164677311,4
"50","2024-01-08","4E","Fish","NoBirds","NoBirds Fish",50,2500,"Post","2024-01-08",7.05486111111111,11.27875,35.56,2318.09126932,"Post",2318,0.194322325461022,0.0377611661725792,-1.67175912276643,1.84075474621789,1.49595096894184,4
"51","2024-01-08","5C","NoFish","Birds","Birds NoFish",50,2500,"Post","2024-01-08",7.34097222222222,8.51541666666667,25.908,1787.156776538,"Post",1787,0.194322325461022,0.0377611661725792,-1.52817495197815,-0.486822774590797,-1.10897905916076,5
"52","2024-01-08","5E","NoFish","NoBirds","NoBirds NoFish",50,2500,"Post","2024-01-08",7.35486111111111,10.28,25.4,2594.951716,"Post",2595,0.194322325461022,0.0377611661725792,-1.52120484660008,0.999499722487729,-1.24608063958722,5
"53","2024-01-08","6C","Fish","Birds","Birds Fish",50,2500,"Post","2024-01-08",7.48958333333333,11.205,24.13,2457.340514,"Post",2457,0.194322325461022,0.0377611661725792,-1.45359482443279,1.77863453795747,-1.58883459065335,6
"54","2024-01-08","6E","Fish","NoBirds","NoBirds Fish",50,2500,"Post","2024-01-08",7.26365740740741,11.0158333333333,25.908,1130.376661141,"Post",1130,0.194322325461022,0.0377611661725792,-1.56697520524942,1.61929795857759,-1.10897905916076,6
"55","2024-01-08","7C","Fish","Birds","Birds Fish",50,2500,"Post","2024-01-08",7.38935185185185,10.9795833333333,27.94,11736.25855333,"Post",11736,0.194322325461022,0.0377611661725792,-1.50389575157787,1.58876429689026,-0.560572737454953,7
"56","2024-01-08","7E","Fish","NoBirds","NoBirds Fish",50,2500,"Post","2024-01-08",7.31273148148148,11.0679166666667,27.94,3283.006998811,"Post",3283,0.194322325461022,0.0377611661725792,-1.54234749958023,1.66316816215139,-0.560572737454953,7
"57","2024-01-08","8C","NoFish","Birds","Birds NoFish",50,2500,"Post","2024-01-08",7.17152777777778,9.89416666666667,29.21,5268.5382,"Post",5269,0.194322325461022,0.0377611661725792,-1.61321023759063,0.674509254413419,-0.217818786388821,8
"58","2024-01-08","8E","NoFish","NoBirds","NoBirds NoFish",50,2500,"Post","2024-01-08",6.84652777777778,9.5025,27.94,1111.474041412,"Post",1111,0.194322325461022,0.0377611661725792,-1.77631070343751,0.344605323538842,-0.560572737454953,8
"59","2024-01-22","1C","Fish","Birds","Birds Fish",64,4096,"Post","2024-01-22",13.1967592592593,9.40541666666667,34.29,1135.291342256,"Post",1135,0.77868063114333,0.606343525317775,1.41053764383989,0.262831264077381,1.15319701787571,1
"60","2024-01-22","1E","Fish","NoBirds","NoBirds Fish",64,4096,"Post","2024-01-22",13.1113425925926,8.55791666666667,34.29,1975.701816401,"Post",1976,0.77868063114333,0.606343525317775,1.36767149576473,-0.451024688474619,1.15319701787571,1
"61","2024-01-22","2C","NoFish","Birds","Birds NoFish",64,4096,"Post","2024-01-22",13.1902777777778,9.36291666666667,31.115,2997.9559,"Post",2998,0.77868063114333,0.606343525317775,1.40728492799678,0.227033177961205,0.296312140210377,2
"62","2024-01-22","2E","NoFish","NoBirds","NoBirds NoFish",64,4096,"Post","2024-01-22",13.2930555555556,9.62416666666667,28.956,978.021545875,"Post",978,0.77868063114333,0.606343525317775,1.45886370779453,0.447086119087116,-0.286369576602048,2
"63","2024-01-22","3C","NoFish","Birds","Birds NoFish",64,4096,"Post","2024-01-22",13.149537037037,9.48458333333333,31.496,2191.947786491,"Post",2192,0.77868063114333,0.606343525317775,1.38683928555441,0.329513973509471,0.399138325530216,3
"64","2024-01-22","3E","NoFish","NoBirds","NoBirds NoFish",64,4096,"Post","2024-01-22",13.2076388888889,9.27416666666667,29.21,1759.455824,"Post",1759,0.77868063114333,0.606343525317775,1.41599755971937,0.152278351071541,-0.217818786388821,3
"65","2024-01-22","4C","Fish","Birds","Birds Fish",64,4096,"Post","2024-01-22",13.1990740740741,9.42166666666667,33.02,3037.272941881,"Post",3037,0.77868063114333,0.606343525317775,1.41169932806956,0.276518767592391,0.810443066809576,4
"66","2024-01-22","4E","Fish","NoBirds","NoBirds Fish",64,4096,"Post","2024-01-22",13.2421296296296,9.87041666666667,32.512,3797.70845536,"Post",3798,0.77868063114333,0.606343525317775,1.43330665474156,0.654504441583791,0.673341486383123,4
"67","2024-01-22","5C","NoFish","Birds","Birds NoFish",64,4096,"Post","2024-01-22",13.2706018518519,9.24083333333333,35.56,3302.05127,"Post",3302,0.77868063114333,0.606343525317775,1.44759537076664,0.124201420784337,1.49595096894184,5
"68","2024-01-22","5E","NoFish","NoBirds","NoBirds NoFish",64,4096,"Post","2024-01-22",13.219212962963,9.6625,39.37,2418.023118561,"Post",2418,0.77868063114333,0.606343525317775,1.42180598086777,0.479374588917391,2.52421282214024,5
"69","2024-01-22","6C","Fish","Birds","Birds Fish",64,4096,"Post","2024-01-22",13.1842592592593,9.85208333333333,35.56,3174.883742,"Post",3175,0.77868063114333,0.606343525317775,1.40426454899963,0.639062129925825,1.49595096894184,6
"70","2024-01-22","6E","Fish","NoBirds","NoBirds Fish",64,4096,"Post","2024-01-22",13.1895833333333,9.96958333333333,30.48,599.591054,"Post",600,0.77868063114333,0.606343525317775,1.40693642272785,0.738033309188199,0.124935164677311,6
"71","2024-01-22","7C","Fish","Birds","Birds Fish",64,4096,"Post","2024-01-22",13.1930555555556,9.665,29.972,3784.3044744,"Post",3784,0.77868063114333,0.606343525317775,1.40867894907241,0.481480358688931,-0.0121664157491414,7
"72","2024-01-22","7E","Fish","NoBirds","NoBirds Fish",64,4096,"Post","2024-01-22",13.1988425925926,9.57916666666667,36.3982,2128.056931631,"Post",2128,0.77868063114333,0.606343525317775,1.41158315964659,0.4091822631994,1.72216857664549,7
"73","2024-01-22","8C","NoFish","Birds","Birds NoFish",64,4096,"Post","2024-01-22",13.3472222222222,8.27791666666667,35.56,11225.13088,"Post",11225,0.77868063114333,0.606343525317775,1.48604711876897,-0.686870902887081,1.49595096894184,8
"74","2024-01-22","8E","NoFish","NoBirds","NoBirds NoFish",64,4096,"Post","2024-01-22",13.3893518518519,6.40875,33.02,1744.711803131,"Post",1745,0.77868063114333,0.606343525317775,1.50718977174916,-2.2612847687417,0.810443066809576,8
"75","2024-02-05","1C","Fish","Birds","Birds Fish",78,6084,"Post","2024-02-05",11.9759259259259,9.64041666666667,33.655,5992.1304609,"Post",5992,1.36303893682564,1.85787514330277,0.79786538110735,0.460773622602126,0.981820042342642,1
"76","2024-02-05","1E","Fish","NoBirds","NoBirds Fish",78,6084,"Post","2024-02-05",12.0108796296296,9.64708333333333,29.845,4177.47896491,"Post",4177,1.36303893682564,1.85787514330277,0.815406812975495,0.466389008659559,-0.0464418108557552,1
"77","2024-02-05","2C","NoFish","Birds","Birds NoFish",78,6084,"Post","2024-02-05",11.9337962962963,9.74875,29.845,21034.83954,"Post",21035,1.36303893682564,1.85787514330277,0.776722728127214,0.552023646035515,-0.0464418108557552,2
"78","2024-02-05","2E","NoFish","NoBirds","NoBirds NoFish",78,6084,"Post","2024-02-05",11.9548611111111,9.78166666666667,33.02,1228.670283933,"Post",1229,1.36303893682564,1.85787514330277,0.787294054617282,0.579749614694126,0.810443066809576,2
"79","2024-02-05","3C","NoFish","Birds","Birds NoFish",78,6084,"Post","2024-02-05",11.8951388888889,9.80541666666667,31.75,3038.911168504,"Post",3039,1.36303893682564,1.85787514330277,0.757322601491585,0.599754427523754,0.467689115743443,3
"80","2024-02-05","3E","NoFish","NoBirds","NoBirds NoFish",78,6084,"Post","2024-02-05",11.9666666666667,9.89,24.13,5765.29902416,"Post",5765,1.36303893682564,1.85787514330277,0.793218644188666,0.670999638127517,-1.58883459065335,3
"81","2024-02-05","4C","Fish","Birds","Birds Fish",78,6084,"Post","2024-02-05",11.9,9.70333333333333,27.94,14891.48383991,"Post",14891,1.36303893682564,1.85787514330277,0.759762138373904,0.513768828519206,-0.560572737454953,4
"82","2024-02-05","4E","Fish","NoBirds","NoBirds Fish",78,6084,"Post","2024-02-05",11.8930555555556,9.88208333333333,37.338,4914.68113603,"Post",4915,1.36303893682564,1.85787514330277,0.756277085684891,0.664331367184304,1.97580650043442,4
"83","2024-02-05","5C","NoFish","Birds","Birds NoFish",78,6084,"Post","2024-02-05",11.974537037037,9.36166666666667,26.035,1346.622635,"Post",1347,1.36303893682564,1.85787514330277,0.797168370569538,0.225980293075435,-1.07470366405415,5
"84","2024-02-05","5E","NoFish","NoBirds","NoBirds NoFish",78,6084,"Post","2024-02-05",11.9775462962963,9.7925,30.48,66880.61912322,"Post",66881,1.36303893682564,1.85787514330277,0.79867856006814,0.588874617037463,0.124935164677311,5
"85","2024-02-05","6C","Fish","Birds","Birds Fish",78,6084,"Post","2024-02-05",12.0333333333333,10.0429166666667,32.004,6339.93866423,"Post",6340,1.36303893682564,1.85787514330277,0.826675150003376,0.799802555820064,0.536239905956669,6
"86","2024-02-05","6E","Fish","NoBirds","NoBirds Fish",78,6084,"Post","2024-02-05",12.0791666666667,10.0395833333333,33.02,1257.372021644,"Post",1257,1.36303893682564,1.85787514330277,0.849676497751047,0.796994862791289,0.810443066809576,6
"87","2024-02-05","7C","Fish","Birds","Birds Fish",78,6084,"Post","2024-02-05",12.0701388888889,9.0225,29.21,15038.92427373,"Post",15039,1.36303893682564,1.85787514330277,0.845145929255289,-0.0597024725968039,-0.217818786388821,7
"88","2024-02-05","7E","Fish","NoBirds","NoBirds Fish",78,6084,"Post","2024-02-05",12.1474537037037,10.2429166666667,29.21,3653.24631041,"Post",3653,1.36303893682564,1.85787514330277,0.883946182526548,0.96826413754325,-0.217818786388821,7
"89","2024-02-05","8C","NoFish","Birds","Birds NoFish",78,6084,"Post","2024-02-05",12.1712962962963,9.93,25.4,4455.97756281,"Post",4456,1.36303893682564,1.85787514330277,0.895911530092241,0.704691954472153,-1.24608063958722,8
"90","2024-02-05","8E","NoFish","NoBirds","NoBirds NoFish",78,6084,"Post","2024-02-05",12.2865740740741,8.48166666666667,30.48,3317.4097661,"Post",3317,1.36303893682564,1.85787514330277,0.953763404730248,-0.515250666506586,0.124935164677311,8
