,SampleDate,PlotID,FishTreatment,BirdTreatment,treatment,ElapsedDays,ElapsedDays2,Pre_Post,SamplingOccasion,MeanTemp,MeanDO,MeanDepth,total,StudyYear
41,12/27/2023,8C,NoFish,Birds,Birds NoFish,38,1444,Post,12/27/2023,10.11157407,8.131666667,34.29,1261.434825,Year1
42,12/27/2023,8E,NoFish,NoBirds,NoBirds NoFish,38,1444,Post,12/27/2023,10.11342593,8.249583333,33.02,240.8193757,Year1
43,1/8/2024,1C,Fish,Birds,Birds Fish,50,2500,Post,1/8/2024,7.514583333,10.25291667,27.178,34.40276795,Year1
44,1/8/2024,1E,Fish,NoBirds,NoBirds Fish,50,2500,Post,1/8/2024,7.399074074,9.951666667,25.4,113.0376661,Year1
45,1/8/2024,2C,NoFish,Birds,Birds NoFish,50,2500,Post,1/8/2024,7.507407407,10.79833333,27.94,49.14681135,Year1
46,1/8/2024,2E,NoFish,NoBirds,NoBirds NoFish,50,2500,Post,1/8/2024,7.212268519,10.66083333,30.48,265.3927813,Year1
47,1/8/2024,3C,NoFish,Birds,Birds NoFish,50,2500,Post,1/8/2024,7.396990741,10.00875,27.94,324.3689549,Year1
48,1/8/2024,3E,NoFish,NoBirds,NoBirds NoFish,50,2500,Post,1/8/2024,7.390046296,9.990416667,22.86,137.6110718,Year1
49,1/8/2024,4C,Fish,Birds,Birds Fish,50,2500,Post,1/8/2024,7.413194444,10.6425,30.48,39.31744909,Year1
50,1/8/2024,4E,Fish,NoBirds,NoBirds Fish,50,2500,Post,1/8/2024,7.054861111,11.27875,35.56,565.1883306,Year1
51,1/8/2024,5C,NoFish,Birds,Birds NoFish,50,2500,Post,1/8/2024,7.340972222,8.515416667,25.908,409.5567613,Year1
52,1/8/2024,5E,NoFish,NoBirds,NoBirds NoFish,50,2500,Post,1/8/2024,7.354861111,10.28,25.4,511.126842,Year1
53,1/8/2024,6C,Fish,Birds,Birds Fish,50,2500,Post,1/8/2024,7.489583333,11.205,24.13,393.174462,Year1
54,1/8/2024,6E,Fish,NoBirds,NoBirds Fish,50,2500,Post,1/8/2024,7.263657407,11.01583333,25.908,162.1844775,Year1
55,1/8/2024,7C,Fish,Birds,Birds Fish,50,2500,Post,1/8/2024,7.389351852,10.97958333,27.94,1621.844775,Year1
56,1/8/2024,7E,Fish,NoBirds,NoBirds Fish,50,2500,Post,1/8/2024,7.312731481,11.06791667,27.94,226.0753322,Year1
57,1/8/2024,8C,NoFish,Birds,Birds NoFish,50,2500,Post,1/8/2024,7.171527778,9.894166667,29.21,2132.9716,Year1
58,1/8/2024,8E,NoFish,NoBirds,NoBirds NoFish,50,2500,Post,1/8/2024,6.846527778,9.5025,27.94,249.5145807,Year1
59,1/22/2024,1C,Fish,Birds,Birds Fish,64,4096,Post,1/22/2024,13.19675926,9.405416667,34.29,103.2083038,Year1
60,1/22/2024,1E,Fish,NoBirds,NoBirds Fish,64,4096,Post,1/22/2024,13.11134259,8.557916667,34.29,108.122985,Year1
61,1/22/2024,2C,NoFish,Birds,Birds NoFish,64,4096,Post,1/22/2024,13.19027778,9.362916667,31.115,255.56341,Year1
62,1/22/2024,2E,NoFish,NoBirds,NoBirds NoFish,64,4096,Post,1/22/2024,13.29305556,9.624166667,28.956,58.97617363,Year1
63,1/22/2024,3C,NoFish,Birds,Birds NoFish,64,4096,Post,1/22/2024,13.14953704,9.484583333,31.496,230.9900134,Year1
64,1/22/2024,3E,NoFish,NoBirds,NoBirds NoFish,64,4096,Post,1/22/2024,13.20763889,9.274166667,29.21,167.099152,Year1
65,1/22/2024,4C,Fish,Birds,Birds Fish,64,4096,Post,1/22/2024,13.19907407,9.421666667,33.02,235.9046945,Year1
66,1/22/2024,4E,Fish,NoBirds,NoBirds Fish,64,4096,Post,1/22/2024,13.24212963,9.870416667,32.512,223.3945985,Year1
67,1/22/2024,5C,NoFish,Birds,Birds NoFish,64,4096,Post,1/22/2024,13.27060185,9.240833333,35.56,122.86703,Year1
68,1/22/2024,5E,NoFish,NoBirds,NoBirds NoFish,64,4096,Post,1/22/2024,13.21921296,9.6625,39.37,117.9523473,Year1
69,1/22/2024,6C,Fish,Birds,Birds Fish,64,4096,Post,1/22/2024,13.18425926,9.852083333,35.56,108.12298,Year1
70,1/22/2024,6E,Fish,NoBirds,NoBirds Fish,64,4096,Post,1/22/2024,13.18958333,9.969583333,30.48,19.658724,Year1
71,1/22/2024,7C,Fish,Birds,Birds Fish,64,4096,Post,1/22/2024,13.19305556,9.665,29.972,324.368955,Year1
72,1/22/2024,7E,Fish,NoBirds,NoBirds Fish,64,4096,Post,1/22/2024,13.19884259,9.579166667,36.3982,196.5872454,Year1
73,1/22/2024,8C,NoFish,Birds,Birds NoFish,64,4096,Post,1/22/2024,13.34722222,8.277916667,35.56,7735.70762,Year1
74,1/22/2024,8E,NoFish,NoBirds,NoBirds NoFish,64,4096,Post,1/22/2024,13.38935185,6.40875,33.02,437.4066211,Year1
75,2/5/2024,1C,Fish,Birds,Birds Fish,78,6084,Post,2/5/2024,11.97592593,9.640416667,33.655,1871.359356,Year1
76,2/5/2024,1E,Fish,NoBirds,NoBirds Fish,78,6084,Post,2/5/2024,12.01087963,9.647083333,29.845,1158.460553,Year1
77,2/5/2024,2C,NoFish,Birds,Birds NoFish,78,6084,Post,2/5/2024,11.9337963,9.74875,29.845,2752.22181,Year1
78,2/5/2024,2E,NoFish,NoBirds,NoBirds NoFish,78,6084,Post,2/5/2024,11.95486111,9.781666667,33.02,358.7717229,Year1
79,2/5/2024,3C,NoFish,Birds,Birds NoFish,78,6084,Post,2/5/2024,11.89513889,9.805416667,31.75,532.4237898,Year1
80,2/5/2024,3E,NoFish,NoBirds,NoBirds NoFish,78,6084,Post,2/5/2024,11.96666667,9.89,24.13,1323.183383,Year1
81,2/5/2024,4C,Fish,Birds,Birds Fish,78,6084,Post,2/5/2024,11.9,9.703333333,27.94,3538.570417,Year1
82,2/5/2024,4E,Fish,NoBirds,NoBirds Fish,78,6084,Post,2/5/2024,11.89305556,9.882083333,37.338,1572.697964,Year1
83,2/5/2024,5C,NoFish,Birds,Birds NoFish,78,6084,Post,2/5/2024,11.97453704,9.361666667,26.035,132.69639,Year1
84,2/5/2024,5E,NoFish,NoBirds,NoBirds NoFish,78,6084,Post,2/5/2024,11.9775463,9.7925,30.48,3112.631387,Year1
85,2/5/2024,6C,Fish,Birds,Birds Fish,78,6084,Post,2/5/2024,12.03333333,10.04291667,32.004,344.0276795,Year1
86,2/5/2024,6E,Fish,NoBirds,NoBirds Fish,78,6084,Post,2/5/2024,12.07916667,10.03958333,33.02,308.2979476,Year1
87,2/5/2024,7C,Fish,Birds,Birds Fish,78,6084,Post,2/5/2024,12.07013889,9.0225,29.21,2490.105109,Year1
88,2/5/2024,7E,Fish,NoBirds,NoBirds Fish,78,6084,Post,2/5/2024,12.1474537,10.24291667,29.21,311.2631386,Year1
89,2/5/2024,8C,NoFish,Birds,Birds NoFish,78,6084,Post,2/5/2024,12.1712963,9.93,25.4,819.1135226,Year1
90,2/5/2024,8E,NoFish,NoBirds,NoBirds NoFish,78,6084,Post,2/5/2024,12.28657407,8.481666667,30.48,1744.711803,Year1
1,11/5/2024,1C,Fish,Birds,Birds Fish,1,1,Pre,11/5/2024,13.81166667,8.61875,15.24,4226.625777,Year2
2,11/5/2024,1E,Fish,NoBirds,NoBirds Fish,1,1,Pre,11/5/2024,13.82666667,8.240833333,15.24,18724.93513,Year2
3,11/5/2024,2C,NoFish,Birds,Birds NoFish,1,1,Pre,11/5/2024,13.70416667,9.447916667,17.78,3243.68955,Year2
4,11/5/2024,2E,NoFish,NoBirds,NoBirds NoFish,1,1,Pre,11/5/2024,13.76083333,8.47875,17.78,1562.868601,Year2
5,11/5/2024,3C,NoFish,Birds,Birds NoFish,1,1,Pre,11/5/2024,13.54208333,9.117291667,21.59,7630.042463,Year2
6,11/5/2024,3E,NoFish,NoBirds,NoBirds NoFish,1,1,Pre,11/5/2024,13.7725,9.150833333,15.24,8797.279233,Year2
7,11/5/2024,4C,Fish,Birds,Birds Fish,1,1,Pre,11/5/2024,13.72916667,9.282083333,25.4,2663.757175,Year2
8,11/5/2024,4E,Fish,NoBirds,NoBirds Fish,1,1,Pre,11/5/2024,13.69333333,9.422916667,20.32,4914.681135,Year2
9,11/5/2024,5C,NoFish,Birds,Birds NoFish,1,1,Pre,11/5/2024,13.6375,8.959583333,21.59,417.7478966,Year2
10,11/5/2024,5E,NoFish,NoBirds,NoBirds NoFish,1,1,Pre,11/5/2024,13.7675,8.92375,20.32,9780.215459,Year2
11,11/5/2024,6C,Fish,Birds,Birds Fish,1,1,Pre,11/5/2024,13.815,9.70125,22.86,5971.337579,Year2
12,11/5/2024,6E,Fish,NoBirds,NoBirds Fish,1,1,Pre,11/5/2024,13.71833333,8.867916667,17.78,7040.280726,Year2
13,11/5/2024,7C,Fish,Birds,Birds Fish,1,1,Pre,11/5/2024,13.56583333,9.129583333,25.4,457.0653456,Year2
14,11/5/2024,7E,Fish,NoBirds,NoBirds Fish,1,1,Pre,11/5/2024,13.78166667,9.405,20.32,7224.581269,Year2
15,11/5/2024,8C,NoFish,Birds,Birds NoFish,1,1,Pre,11/5/2024,13.58833333,7.92375,22.86,3092.153548,Year2
16,11/5/2024,8E,NoFish,NoBirds,NoBirds NoFish,1,1,Pre,11/5/2024,13.65,4.135833333,10.16,2539.25192,Year2
17,11/19/2024,1C,Fish,Birds,Birds Fish,15,225,Pre,11/19/2024,9.833333333,7.846666667,24.13,2531.060785,Year2
18,11/19/2024,1E,Fish,NoBirds,NoBirds Fish,15,225,Pre,11/19/2024,10.07916667,7.860833333,28.575,15739.26633,Year2
19,11/19/2024,2C,NoFish,Birds,Birds NoFish,15,225,Pre,11/19/2024,9.875,10.04416667,22.225,11844.38154,Year2
20,11/19/2024,2E,NoFish,NoBirds,NoBirds NoFish,15,225,Pre,11/19/2024,9.871666667,9.215833333,25.4,880.5470368,Year2
21,11/19/2024,3C,NoFish,Birds,Birds NoFish,15,225,Pre,11/19/2024,9.724583333,9.390416667,21.59,1945.394616,Year2
22,11/19/2024,3E,NoFish,NoBirds,NoBirds NoFish,15,225,Pre,11/19/2024,9.856666667,9.695,24.13,4005.465125,Year2
23,11/19/2024,4C,Fish,Birds,Birds Fish,15,225,Pre,11/19/2024,9.935,9.653333333,22.86,8895.572856,Year2
24,11/19/2024,4E,Fish,NoBirds,NoBirds Fish,15,225,Pre,11/19/2024,9.78,10.3975,25.146,4030.038531,Year2
25,11/19/2024,5C,NoFish,Birds,Birds NoFish,15,225,Pre,11/19/2024,9.803333333,9.714166667,27.94,1898.295589,Year2
26,11/19/2024,5E,NoFish,NoBirds,NoBirds NoFish,15,225,Pre,11/19/2024,9.97,9.227916667,24.765,771.6049383,Year2
27,11/19/2024,6C,Fish,Birds,Birds Fish,15,225,Pre,11/19/2024,10.015,10.21333333,27.305,2496.658017,Year2
28,11/19/2024,6E,Fish,NoBirds,NoBirds Fish,15,225,Pre,11/19/2024,9.874166667,8.931666667,22.225,1887.237556,Year2
29,11/19/2024,7C,Fish,Birds,Birds Fish,15,225,Pre,11/19/2024,9.801666667,9.350833333,19.685,3784.304474,Year2
30,11/19/2024,7E,Fish,NoBirds,NoBirds Fish,15,225,Pre,11/19/2024,10.08416667,9.110416667,24.13,3501.710309,Year2
31,11/19/2024,8C,NoFish,Birds,Birds NoFish,15,225,Pre,11/19/2024,9.785,7.73375,28.575,16218.44775,Year2
32,11/19/2024,8E,NoFish,NoBirds,NoBirds NoFish,15,225,Pre,11/19/2024,9.6,4.16375,13.335,2094.081528,Year2
33,12/3/2024,1C,Fish,Birds,Birds Fish,29,841,Pre,12/3/2024,11.20666667,7.489166667,26.67,3214.201462,Year2
34,12/3/2024,1E,Fish,NoBirds,NoBirds Fish,29,841,Pre,12/3/2024,11.52,7.497916667,22.86,3563.143824,Year2
35,12/3/2024,2C,NoFish,Birds,Birds NoFish,29,841,Pre,12/3/2024,11.39166667,9.989583333,25.4,430.0345993,Year2
36,12/3/2024,2E,NoFish,NoBirds,NoBirds NoFish,29,841,Pre,12/3/2024,11.205,7.62,22.86,1204.096878,Year2
37,12/3/2024,3C,NoFish,Birds,Birds NoFish,29,841,Pre,12/3/2024,11.34083333,9.22375,27.94,1056.656444,Year2
38,12/3/2024,3E,NoFish,NoBirds,NoBirds NoFish,29,841,Pre,12/3/2024,11.23916667,9.600416667,21.59,630.7174124,Year2
39,12/3/2024,4C,Fish,Birds,Birds Fish,29,841,Pre,12/3/2024,11.32083333,9.72625,30.48,589.7617363,Year2
40,12/3/2024,4E,Fish,NoBirds,NoBirds Fish,29,841,Pre,12/3/2024,11.09166667,8.639166667,24.13,2997.955492,Year2
41,12/3/2024,5C,NoFish,Birds,Birds NoFish,29,841,Pre,12/3/2024,11.2525,9.56375,26.67,688.055359,Year2
42,12/3/2024,5E,NoFish,NoBirds,NoBirds NoFish,29,841,Pre,12/3/2024,11.19,8.922083333,27.94,581.570601,Year2
43,12/3/2024,6C,Fish,Birds,Birds Fish,29,841,Pre,12/3/2024,11.305,10.3225,30.48,712.6287647,Year2
44,12/3/2024,6E,Fish,NoBirds,NoBirds Fish,29,841,Pre,12/3/2024,11.17,9.180833333,25.4,914.1306912,Year2
45,12/3/2024,7C,Fish,Birds,Birds Fish,29,841,Pre,12/3/2024,11.1175,9.552083333,30.48,669.6253047,Year2
46,12/3/2024,7E,Fish,NoBirds,NoBirds Fish,29,841,Pre,12/3/2024,11.31833333,3.27375,25.4,495.1541244,Year2
47,12/3/2024,8C,NoFish,Birds,Birds NoFish,29,841,Pre,12/3/2024,10.95416667,1.777916667,30.48,602.8675526,Year2
48,12/3/2024,8E,NoFish,NoBirds,NoBirds NoFish,29,841,Pre,12/3/2024,10.77916667,0.200833333,15.24,1012.424314,Year2
49,12/17/2024,1C,Fish,Birds,Birds Fish,43,1849,Post,12/17/2024,10.00416667,9.67625,17.78,2041.482933,Year2
50,12/17/2024,1E,Fish,NoBirds,NoBirds Fish,43,1849,Post,12/17/2024,10.06583333,9.952083333,17.78,5430.722654,Year2
51,12/17/2024,2C,NoFish,Birds,Birds NoFish,43,1849,Post,12/17/2024,10.11666667,8.27125,20.066,1523.551152,Year2
52,12/17/2024,2E,NoFish,NoBirds,NoBirds NoFish,43,1849,Post,12/17/2024,10.045,6.987083333,19.05,2948.808681,Year2
53,12/17/2024,3C,NoFish,Birds,Birds NoFish,43,1849,Post,12/17/2024,9.9475,9.035833333,24.13,1081.22985,Year2
54,12/17/2024,3E,NoFish,NoBirds,NoBirds NoFish,43,1849,Post,12/17/2024,9.975833333,8.270833333,17.78,2604.781002,Year2
55,12/17/2024,4C,Fish,Birds,Birds Fish,43,1849,Post,12/17/2024,9.969166667,10.55583333,25.4,3085.327602,Year2
56,12/17/2024,4E,Fish,NoBirds,NoBirds Fish,43,1849,Post,12/17/2024,9.8475,10.64125,24.13,2268.314371,Year2
57,12/17/2024,5C,NoFish,Birds,Birds NoFish,43,1849,Post,12/17/2024,9.969166667,9.921666667,20.32,786.3489817,Year2
58,12/17/2024,5E,NoFish,NoBirds,NoBirds NoFish,43,1849,Post,12/17/2024,10.01416667,10.38083333,19.05,3735.157663,Year2
59,12/17/2024,6C,Fish,Birds,Birds Fish,43,1849,Post,12/17/2024,10.025,11.20666667,20.32,614.335142,Year2
60,12/17/2024,6E,Fish,NoBirds,NoBirds Fish,43,1849,Post,12/17/2024,0,0,25.4,807.4119008,Year2
61,12/17/2024,7C,Fish,Birds,Birds Fish,43,1849,Post,12/17/2024,9.895833333,9.97,23.495,1627.988126,Year2
62,12/17/2024,7E,Fish,NoBirds,NoBirds Fish,43,1849,Post,12/17/2024,9.998333333,9.972916667,26.67,1310.581636,Year2
63,12/17/2024,8C,NoFish,Birds,Birds NoFish,43,1849,Post,12/17/2024,9.968333333,9.369583333,22.86,1507.91353,Year2
64,12/17/2024,8E,NoFish,NoBirds,NoBirds NoFish,43,1849,Post,12/17/2024,9.994166667,5.130833333,13.97,3686.010851,Year2
65,12/31/2024,1C,Fish,Birds,Birds Fish,57,3249,Post,12/31/2024,9.69,9.983333333,20.32,2727.64803,Year2
66,12/31/2024,1E,Fish,NoBirds,NoBirds Fish,57,3249,Post,12/31/2024,9.790833333,10.18666667,20.32,4840.960918,Year2
67,12/31/2024,2C,NoFish,Birds,Birds NoFish,57,3249,Post,12/31/2024,10.04083333,10.50625,22.86,479.1814107,Year2
68,12/31/2024,2E,NoFish,NoBirds,NoBirds NoFish,57,3249,Post,12/31/2024,9.705,5.157083333,20.32,1658.704883,Year2
69,12/31/2024,3C,NoFish,Birds,Birds NoFish,57,3249,Post,12/31/2024,9.726666667,8.72,22.86,6516.867186,Year2
70,12/31/2024,3E,NoFish,NoBirds,NoBirds NoFish,57,3249,Post,12/31/2024,9.828333333,9.496666667,20.32,405.4611937,Year2
71,12/31/2024,4C,Fish,Birds,Birds Fish,57,3249,Post,12/31/2024,9.971666667,9.935,25.4,1941.299049,Year2
72,12/31/2024,4E,Fish,NoBirds,NoBirds Fish,57,3249,Post,12/31/2024,9.68,3.964583333,25.4,5511.463845,Year2
73,12/31/2024,5C,NoFish,Birds,Birds NoFish,57,3249,Post,12/31/2024,9.835,9.137083333,27.94,2430.036784,Year2
74,12/31/2024,5E,NoFish,NoBirds,NoBirds NoFish,57,3249,Post,12/31/2024,9.825833333,9.9525,22.86,1739.041017,Year2
75,12/31/2024,6C,Fish,Birds,Birds Fish,57,3249,Post,12/31/2024,9.95,10.16916667,25.4,81.91135226,Year2
76,12/31/2024,6E,Fish,NoBirds,NoBirds Fish,57,3249,Post,12/31/2024,9.585,5.77,22.86,122.8670284,Year2
77,12/31/2024,7C,Fish,Birds,Birds Fish,57,3249,Post,12/31/2024,9.798333333,10.15,25.4,208.8739483,Year2
78,12/31/2024,7E,Fish,NoBirds,NoBirds Fish,57,3249,Post,12/31/2024,9.794166667,7.062083333,27.94,330.2665724,Year2
79,12/31/2024,8C,NoFish,Birds,Birds NoFish,57,3249,Post,12/31/2024,9.709166667,9.28375,22.86,3580.696256,Year2
80,12/31/2024,8E,NoFish,NoBirds,NoBirds NoFish,57,3249,Post,12/31/2024,9.375,8.561666667,7.62,4774.261675,Year2
81,1/14/2025,1C,Fish,Birds,Birds Fish,71,5041,Post,1/14/2025,8.516666667,10.16083333,22.86,3268.262956,Year2
82,1/14/2025,1E,Fish,NoBirds,NoBirds Fish,71,5041,Post,1/14/2025,8.629166667,1.54625,21.59,6167.924825,Year2
83,1/14/2025,2C,NoFish,Birds,Birds NoFish,71,5041,Post,1/14/2025,8.9525,10.82541667,22.86,1290.103798,Year2
84,1/14/2025,2E,NoFish,NoBirds,NoBirds NoFish,71,5041,Post,1/14/2025,8.410833333,8.415833333,27.94,2562.655163,Year2
85,1/14/2025,3C,NoFish,Birds,Birds NoFish,71,5041,Post,1/14/2025,8.534166667,9.177916667,25.4,4349.492805,Year2
86,1/14/2025,3E,NoFish,NoBirds,NoBirds NoFish,71,5041,Post,1/14/2025,8.595833333,9.792916667,27.94,1419.114178,Year2
87,1/14/2025,4C,Fish,Birds,Birds Fish,71,5041,Post,1/14/2025,8.849166667,10.39708333,29.21,7175.434457,Year2
88,1/14/2025,4E,Fish,NoBirds,NoBirds Fish,71,5041,Post,1/14/2025,8.3225,8.2275,22.86,602.0484391,Year2
89,1/14/2025,5C,NoFish,Birds,Birds NoFish,71,5041,Post,1/14/2025,8.609166667,10.23708333,26.67,970.6495243,Year2
90,1/14/2025,5E,NoFish,NoBirds,NoBirds NoFish,71,5041,Post,1/14/2025,8.715,10.28291667,25.4,819.1135226,Year2
91,1/14/2025,6C,Fish,Birds,Birds Fish,71,5041,Post,1/14/2025,8.908333333,10.75083333,25.4,645.051899,Year2
92,1/14/2025,6E,Fish,NoBirds,NoBirds Fish,71,5041,Post,1/14/2025,8.441666667,7.67875,25.4,119.7953527,Year2
93,1/14/2025,7C,Fish,Birds,Birds Fish,71,5041,Post,1/14/2025,8.485833333,10.63375,30.48,90.10248748,Year2
94,1/14/2025,7E,Fish,NoBirds,NoBirds Fish,71,5041,Post,1/14/2025,8.635833333,4.049583333,25.4,228.1816241,Year2
95,1/14/2025,8C,NoFish,Birds,Birds NoFish,71,5041,Post,1/14/2025,8.715,9.655,27.94,8698.98561,Year2
96,1/14/2025,8E,NoFish,NoBirds,NoBirds NoFish,71,5041,Post,1/14/2025,8.255833333,5.6975,17.78,9477.962569,Year2
97,1/31/2025,1C,Fish,Birds,Birds Fish,88,7744,Post,1/31/2025,9.2425,8.08125,27.94,442.3213022,Year2
98,1/31/2025,1E,Fish,NoBirds,NoBirds Fish,88,7744,Post,1/31/2025,9.1325,9.375416667,25.4,2506.487379,Year2
99,1/31/2025,2C,NoFish,Birds,Birds NoFish,88,7744,Post,1/31/2025,9.203333333,7.200833333,25.4,982.9362271,Year2
100,1/31/2025,2E,NoFish,NoBirds,NoBirds NoFish,88,7744,Post,1/31/2025,9.183333333,5.965833333,27.94,516.0415192,Year2
101,1/31/2025,3C,NoFish,Birds,Birds NoFish,88,7744,Post,1/31/2025,9.251666667,6.499583333,27.94,5602.736494,Year2
102,1/31/2025,4C,Fish,Birds,Birds Fish,88,7744,Post,1/31/2025,9.245833333,8.3725,30.48,5455.29606,Year2
103,1/31/2025,4E,Fish,NoBirds,NoBirds Fish,88,7744,Post,1/31/2025,9.16,8.718333333,27.94,761.775576,Year2
104,1/31/2025,5C,NoFish,Birds,Birds NoFish,88,7744,Post,1/31/2025,9.250833333,8.57375,35.56,1916.725643,Year2
105,1/31/2025,5E,NoFish,NoBirds,NoBirds NoFish,88,7744,Post,1/31/2025,9.294166667,8.362083333,27.94,2752.221436,Year2
106,1/31/2025,6C,Fish,Birds,Birds Fish,88,7744,Post,1/31/2025,9.255,8.598333333,25.4,1179.523473,Year2
107,1/31/2025,6E,Fish,NoBirds,NoBirds Fish,88,7744,Post,1/31/2025,9.1775,4.552916667,27.94,1400.684124,Year2
