"","SampleDate","PlotID","FishTreatment","BirdTreatment","treatment","ElapsedDays","ElapsedDays2","Pre_Post","SamplingOccasion","MeanTemp","MeanDO","MeanDepth","total","DensityRounded","ElapsedDaysScaled","ElapsedDaysScaled2","MeanTempScaled","MeanDOScaled","MeanDepthScaled"
"11","2024-11-05","6C","Fish","Birds","Birds Fish",1,1,"Pre","2024-11-05",13.815,9.70125,22.86,8821.85263753,8822,-1.50625099419223,2.26879205750507,2.3569660397893,0.538692790554567,-0.238784377978212
"12","2024-11-05","6E","Fish","NoBirds","NoBirds Fish",1,1,"Pre","2024-11-05",13.7183333333333,8.86791666666667,17.78,9399.3276707,9399,-1.50625099419223,2.26879205750507,2.2927742918212,0.18225654529075,-1.33061573723052
"13","2024-11-05","7C","Fish","Birds","Birds Fish",1,1,"Pre","2024-11-05",13.5658333333333,9.12958333333333,25.4,683.140677821,683,-1.50625099419223,2.26879205750507,2.19150627563018,0.294177526303586,0.307131301647943
"14","2024-11-05","7E","Fish","NoBirds","NoBirds Fish",1,1,"Pre","2024-11-05",13.7816666666667,9.405,20.32,12753.59754648,12754,-1.50625099419223,2.26879205750507,2.33483095428309,0.411979705363279,-0.784700057604367
"15","2024-11-05","8C","NoFish","Birds","Birds NoFish",1,1,"Pre","2024-11-05",13.5883333333333,7.92375,22.86,5447.10492536,5447,-1.50625099419223,2.26879205750507,2.20644745834689,-0.221585720593157,-0.238784377978212
"16","2024-11-05","8E","NoFish","NoBirds","NoBirds NoFish",1,1,"Pre","2024-11-05",13.65,4.13583333333333,10.16,3849.83355567,3850,-1.50625099419223,2.26879205750507,2.24739736653345,-1.84176667343984,-2.96836277610899
"17","2024-11-19","1C","Fish","Birds","Birds Fish",15,225,"Pre","2024-11-19",9.83333333333333,7.84666666666667,24.13,9755.64205463,9756,-1.07658401718697,1.15903314606243,-0.287069923930352,-0.254556073280059,0.0341734618348654
"18","2024-11-19","1E","Fish","NoBirds","NoBirds Fish",15,225,"Pre","2024-11-19",10.0791666666667,7.86083333333333,28.575,19093.53620948,19094,-1.07658401718697,1.15903314606243,-0.123823668321853,-0.248496657110577,0.989525901180637
"19","2024-11-19","2C","NoFish","Birds","Birds NoFish",15,225,"Pre","2024-11-19",9.875,10.0441666666667,22.225,14228.00189185,14228,-1.07658401718697,1.15903314606243,-0.259401067047558,0.685366305480642,-0.37526329788475
"20","2024-11-19","2E","NoFish","NoBirds","NoBirds NoFish",15,225,"Pre","2024-11-19",9.87166666666667,9.21583333333333,25.4,2907.85300558,2908,-1.07658401718697,1.15903314606243,-0.261614575598179,0.331068677688391,0.307131301647943
"21","2024-11-19","3C","NoFish","Birds","Birds NoFish",15,225,"Pre","2024-11-19",9.72458333333333,9.39041666666667,21.59,6491.47466631,6491,-1.07658401718697,1.15903314606243,-0.359285640394441,0.405742071071164,-0.511742217791289
"22","2024-11-19","3E","NoFish","NoBirds","NoBirds NoFish",15,225,"Pre","2024-11-19",9.85666666666667,9.695,24.13,7027.99402353,7028,-1.07658401718697,1.15903314606243,-0.271575364075985,0.536019518715088,0.0341734618348654
"23","2024-11-19","4C","Fish","Birds","Birds Fish",15,225,"Pre","2024-11-19",9.935,9.65333333333333,22.86,15481.24557617,15481,-1.07658401718697,1.15903314606243,-0.219557913136336,0.518197706451896,-0.238784377978212
"24","2024-11-19","4E","Fish","NoBirds","NoBirds Fish",15,225,"Pre","2024-11-19",9.78,10.3975,25.146,5651.88330587,5652,-1.07658401718697,1.15903314606243,-0.322486060740325,0.836495273472487,0.252539733685328
"25","2024-11-19","5C","NoFish","Birds","Birds NoFish",15,225,"Pre","2024-11-19",9.80333333333333,9.71416666666667,27.94,2512.630730618,2513,-1.07658401718697,1.15903314606243,-0.306991500885964,0.544217552356158,0.853046981274099
"26","2024-11-19","5E","NoFish","NoBirds","NoBirds NoFish",15,225,"Pre","2024-11-19",9.97,9.22791666666667,24.765,884.64260438,885,-1.07658401718697,1.15903314606243,-0.19631607335479,0.33623700324472,0.170652381741404
"27","2024-11-19","6C","Fish","Birds","Birds Fish",15,225,"Pre","2024-11-19",10.015,10.2133333333333,27.305,2993.040811881,2993,-1.07658401718697,1.15903314606243,-0.166433707921375,0.757722863269168,0.716568061367559
"28","2024-11-19","6E","Fish","NoBirds","NoBirds Fish",15,225,"Pre","2024-11-19",9.87416666666667,8.93166666666667,22.225,2791.538884593,2792,-1.07658401718697,1.15903314606243,-0.259954444185212,0.209523918053432,-0.37526329788475
"29","2024-11-19","7C","Fish","Birds","Birds Fish",15,225,"Pre","2024-11-19",9.80166666666667,9.35083333333333,19.685,6708.53975009,6709,-1.07658401718697,1.15903314606243,-0.308098255161271,0.38881134942113,-0.921178977510906
"30","2024-11-19","7E","Fish","NoBirds","NoBirds Fish",15,225,"Pre","2024-11-19",10.0841666666667,9.11041666666667,24.13,3796.5911768,3797,-1.07658401718697,1.15903314606243,-0.120503405495917,0.285979492662521,0.0341734618348654
"31","2024-11-19","8C","NoFish","Birds","Birds NoFish",15,225,"Pre","2024-11-19",9.785,7.73375,28.575,20715.38099123,20715,-1.07658401718697,1.15903314606243,-0.31916579791439,-0.302853184513308,0.989525901180637
"32","2024-11-19","8E","NoFish","NoBirds","NoBirds NoFish",15,225,"Pre","2024-11-19",9.6,4.16375,13.335,3290.69954318,3291,-1.07658401718697,1.15903314606243,-0.442015522473989,-1.8298260592235,-2.28596817657629
"33","2024-12-03","1C","Fish","Birds","Birds Fish",29,841,"Pre","2024-12-03",11.2066666666667,7.48916666666667,26.67,3862.939372172,3863,-0.646917040181709,0.418501656877463,0.624895598926514,-0.407467222498237,0.580089141461021
"34","2024-12-03","1E","Fish","NoBirds","NoBirds Fish",29,841,"Pre","2024-12-03",11.52,7.49791666666667,22.86,6855.98018484,6856,-0.646917040181709,0.418501656877463,0.832965402685091,-0.403724641922967,-0.238784377978212
"35","2024-12-03","2C","NoFish","Birds","Birds NoFish",29,841,"Pre","2024-12-03",11.3916666666667,9.98958333333333,25.4,3845.73798881,3846,-0.646917040181709,0.418501656877463,0.747745323486112,0.662019731415846,0.307131301647943
"36","2024-12-03","2E","NoFish","NoBirds","NoBirds NoFish",29,841,"Pre","2024-12-03",11.205,7.62,22.86,3579.526093574,3580,-0.646917040181709,0.418501656877463,0.62378884465118,-0.351506731991819,-0.238784377978212
"37","2024-12-03","3C","NoFish","Birds","Birds NoFish",29,841,"Pre","2024-12-03",11.3408333333333,9.22375,27.94,3759.73106865,3760,-0.646917040181709,0.418501656877463,0.713989318089061,0.334454822018399,0.853046981274099
"38","2024-12-03","3E","NoFish","NoBirds","NoBirds NoFish",29,841,"Pre","2024-12-03",11.2391666666667,9.60041666666667,21.59,3047.10230396,3047,-0.646917040181709,0.418501656877463,0.646477307295091,0.495564004877646,-0.511742217791289
"39","2024-12-03","4C","Fish","Birds","Birds Fish",29,841,"Pre","2024-12-03",11.3208333333333,9.72625,30.48,2838.22835604,2838,-0.646917040181709,0.418501656877463,0.700708266785321,0.549385877912481,1.39896266090025
"40","2024-12-03","4E","Fish","NoBirds","NoBirds Fish",29,841,"Pre","2024-12-03",11.0916666666667,8.63916666666667,24.13,6487.37909863,6487,-0.646917040181709,0.418501656877463,0.548529553930006,0.0844147959658317,0.0341734618348654
"41","2024-12-03","5C","NoFish","Birds","Birds NoFish",29,841,"Pre","2024-12-03",11.2525,9.56375,26.67,3236.668576422,3237,-0.646917040181709,0.418501656877463,0.655331341497563,0.479880810086037,0.580089141461021
"42","2024-12-03","5E","NoFish","NoBirds","NoBirds NoFish",29,841,"Pre","2024-12-03",11.19,8.92208333333333,27.94,2662.11894841,2662,-0.646917040181709,0.418501656877463,0.613828056173374,0.205424901232895,0.853046981274099
"43","2024-12-03","6C","Fish","Birds","Birds Fish",29,841,"Pre","2024-12-03",11.305,10.3225,30.48,5553.58968285,5554,-0.646917040181709,0.418501656877463,0.690194101169881,0.804416011398743,1.39896266090025
"44","2024-12-03","6E","Fish","NoBirds","NoBirds Fish",29,841,"Pre","2024-12-03",11.17,9.18083333333333,25.4,3636.86404027,3637,-0.646917040181709,0.418501656877463,0.600547004869634,0.316098355387311,0.307131301647943
"45","2024-12-03","7C","Fish","Birds","Birds Fish",29,841,"Pre","2024-12-03",11.1175,9.55208333333333,30.48,1929.012345799,1929,-0.646917040181709,0.418501656877463,0.565684245197315,0.474890702652342,1.39896266090025
"46","2024-12-03","7E","Fish","NoBirds","NoBirds Fish",29,841,"Pre","2024-12-03",11.3183333333333,3.27375,25.4,2523.68876305,2524,-0.646917040181709,0.418501656877463,0.699048135372353,-2.21049996916526,0.307131301647943
"47","2024-12-03","8C","NoFish","Birds","Birds NoFish",29,841,"Pre","2024-12-03",10.9541666666667,1.77791666666667,30.48,1880.684647853,1881,-0.646917040181709,0.418501656877463,0.45722232621679,-2.85030302941381,1.39896266090025
"48","2024-12-03","8E","NoFish","NoBirds","NoBirds NoFish",29,841,"Pre","2024-12-03",10.7791666666667,0.200833333333333,15.24,3676.181489392,3676,-0.646917040181709,0.418501656877463,0.341013127309062,-3.52485862357559,-1.87653141685668
"49","2024-12-17","1C","Fish","Birds","Birds Fish",43,1849,"Post","2024-12-17",10.0041666666667,9.67625,17.78,5500.66234762,5501,-0.21725006317645,0.0471975899501715,-0.173627610710879,0.527999703196652,-1.33061573723052
"50","2024-12-17","1E","Fish","NoBirds","NoBirds Fish",43,1849,"Post","2024-12-17",10.0658333333333,9.95208333333333,17.78,7986.35684477,7986,-0.21725006317645,0.0471975899501715,-0.13267770252439,0.645980100378975,-1.33061573723052
"51","2024-12-17","2C","NoFish","Birds","Birds NoFish",43,1849,"Post","2024-12-17",10.1166666666667,8.27125,20.066,13908.54761386,13909,-0.21725006317645,0.0471975899501715,-0.0989216971273396,-0.0729518063181452,-0.839291625566983
"52","2024-12-17","2E","NoFish","NoBirds","NoBirds NoFish",43,1849,"Post","2024-12-17",10.045,6.98708333333333,19.05,15677.83282261,15678,-0.21725006317645,0.0471975899501715,-0.146512130965764,-0.62222006026969,-1.05765789741744
"53","2024-12-17","3C","NoFish","Birds","Birds NoFish",43,1849,"Post","2024-12-17",9.9475,9.03583333333333,24.13,17889.43933262,17889,-0.21725006317645,0.0471975899501715,-0.211257256071499,0.254078448711406,0.0341734618348654
"54","2024-12-17","3E","NoFish","NoBirds","NoBirds NoFish",43,1849,"Post","2024-12-17",9.97583333333333,8.27083333333333,17.78,15260.08492708,15260,-0.21725006317645,0.0471975899501715,-0.192442433391202,-0.0731300244407785,-1.33061573723052
"55","2024-12-17","4C","Fish","Birds","Birds Fish",43,1849,"Post","2024-12-17",9.96916666666667,10.5558333333333,25.4,9010.24874854,9010,-0.21725006317645,0.0471975899501715,-0.196869450492445,0.904218160072598,0.307131301647943
"56","2024-12-17","4E","Fish","NoBirds","NoBirds Fish",43,1849,"Post","2024-12-17",9.8475,10.64125,24.13,11833.03996431,11833,-0.21725006317645,0.0471975899501715,-0.277662512590201,0.940752875212153,0.0341734618348654
"57","2024-12-17","5C","NoFish","Birds","Birds NoFish",43,1849,"Post","2024-12-17",9.96916666666667,9.92166666666667,20.32,4656.66037543,4657,-0.21725006317645,0.0471975899501715,-0.196869450492445,0.632970177426848,-0.784700057604367
"58","2024-12-17","5E","NoFish","NoBirds","NoBirds NoFish",43,1849,"Post","2024-12-17",10.0141666666667,10.3808333333333,19.05,22214.35873196,22214,-0.21725006317645,0.0471975899501715,-0.166987085059009,0.829366548567196,-1.05765789741744
"59","2024-12-17","6C","Fish","Birds","Birds Fish",43,1849,"Post","2024-12-17",10.025,11.2066666666667,20.32,9608.20161994,9608,-0.21725006317645,0.0471975899501715,-0.159793182269505,1.18259486762367,-0.784700057604367
"60","2024-12-17","6E","Fish","NoBirds","NoBirds Fish",43,1849,"Post","2024-12-17",NA,NA,25.4,14603.62394474,14604,-0.21725006317645,0.0471975899501715,NA,NA,0.307131301647943
"61","2024-12-17","7C","Fish","Birds","Birds Fish",43,1849,"Post","2024-12-17",9.89583333333333,9.97,23.495,10259.39686965,10259,-0.21725006317645,0.0471975899501715,-0.245566638606164,0.653643479652148,-0.102305458071673
"62","2024-12-17","7E","Fish","NoBirds","NoBirds Fish",43,1849,"Post","2024-12-17",9.99833333333333,9.97291666666667,26.67,6825.9460215,6826,-0.21725006317645,0.0471975899501715,-0.177501250674494,0.654891006510573,0.580089141461021
"63","2024-12-17","8C","NoFish","Birds","Birds NoFish",43,1849,"Post","2024-12-17",9.96833333333333,9.36958333333333,22.86,3697.18058096,3697,-0.21725006317645,0.0471975899501715,-0.197422827630105,0.396831164939565,-0.238784377978212
"64","2024-12-17","8E","NoFish","NoBirds","NoBirds NoFish",43,1849,"Post","2024-12-17",9.99416666666667,5.13083333333333,13.97,15235.51151903,15236,-0.21725006317645,0.0471975899501715,-0.180268136362769,-1.41618179659485,-2.14948925666975
"65","2024-12-31","1C","Fish","Birds","Birds Fish",57,3249,"Post","2024-12-31",9.69,9.98333333333333,20.32,5504.4428718,5504,0.212416913828809,0.0451209452805557,-0.382250791607157,0.659346459576368,-0.784700057604367
"66","2024-12-31","1E","Fish","NoBirds","NoBirds Fish",57,3249,"Post","2024-12-31",9.79083333333333,10.1866666666667,20.32,8330.38452376,8330,0.212416913828809,0.0451209452805557,-0.315292157950801,0.746316903420755,-0.784700057604367
"67","2024-12-31","2C","NoFish","Birds","Birds NoFish",57,3249,"Post","2024-12-31",10.0408333333333,10.50625,22.86,2739.93473285,2740,0.212416913828809,0.0451209452805557,-0.149279016654066,0.883010203479415,-0.238784377978212
"68","2024-12-31","2E","NoFish","NoBirds","NoBirds NoFish",57,3249,"Post","2024-12-31",9.705,5.15708333333333,20.32,6189.42655462,6189,0.212416913828809,0.0451209452805557,-0.372290003129351,-1.40495405486903,-0.784700057604367
"69","2024-12-31","3C","NoFish","Birds","Birds NoFish",57,3249,"Post","2024-12-31",9.72666666666667,8.72,22.86,16899.13108514,16899,0.212416913828809,0.0451209452805557,-0.357902197550297,0.118989111756421,-0.238784377978212
"70","2024-12-31","3E","NoFish","NoBirds","NoBirds NoFish",57,3249,"Post","2024-12-31",9.82833333333333,9.49666666666667,20.32,2653.92781322,2654,0.212416913828809,0.0451209452805557,-0.290390186756288,0.451187692342301,-0.784700057604367
"71","2024-12-31","4C","Fish","Birds","Birds Fish",57,3249,"Post","2024-12-31",9.97166666666667,9.935,25.4,5529.01627742,5529,0.212416913828809,0.0451209452805557,-0.195209319079477,0.638673157351068,0.307131301647943
"72","2024-12-31","4E","Fish","NoBirds","NoBirds Fish",57,3249,"Post","2024-12-31",9.68,3.96458333333333,25.4,17271.59370506,17272,0.212416913828809,0.0451209452805557,-0.388891317259027,-1.91501432184156,0.307131301647943
"73","2024-12-31","5C","NoFish","Birds","Birds NoFish",57,3249,"Post","2024-12-31",9.835,9.13708333333333,27.94,12996.6012254,12997,0.212416913828809,0.0451209452805557,-0.285963169655038,0.29738545251096,0.853046981274099
"74","2024-12-31","5E","NoFish","NoBirds","NoBirds NoFish",57,3249,"Post","2024-12-31",9.82583333333333,9.9525,22.86,11152.54565319,11153,0.212416913828809,0.0451209452805557,-0.292050318169255,0.646158318501608,-0.238784377978212
"75","2024-12-31","6C","Fish","Birds","Birds Fish",57,3249,"Post","2024-12-31",9.95,10.1691666666667,25.4,5651.88330562,5652,0.212416913828809,0.0451209452805557,-0.209597124658532,0.738831742270214,0.307131301647943
"76","2024-12-31","6E","Fish","NoBirds","NoBirds Fish",57,3249,"Post","2024-12-31",9.585,5.77,22.86,8035.50365645,8036,0.212416913828809,0.0451209452805557,-0.451976310951793,-1.1427951964775,-0.238784377978212
"77","2024-12-31","7C","Fish","Birds","Birds Fish",57,3249,"Post","2024-12-31",9.79833333333333,10.15,25.4,4214.33907365,4214,0.212416913828809,0.0451209452805557,-0.310311763711898,0.730633708629133,0.307131301647943
"78","2024-12-31","7E","Fish","NoBirds","NoBirds Fish",57,3249,"Post","2024-12-31",9.79416666666667,7.06208333333333,27.94,6605.3314464,6605,0.212416913828809,0.0451209452805557,-0.313078649400174,-0.590140798195947,0.853046981274099
"79","2024-12-31","8C","NoFish","Birds","Birds NoFish",57,3249,"Post","2024-12-31",9.70916666666667,9.28375,22.86,10215.51578851,10216,0.212416913828809,0.0451209452805557,-0.36952311744107,0.360118231677393,-0.238784377978212
"80","2024-12-31","8E","NoFish","NoBirds","NoBirds NoFish",57,3249,"Post","2024-12-31",9.375,8.56166666666667,7.62,14112.155833,14112,0.212416913828809,0.0451209452805557,-0.591427349641068,0.0512662251562964,-3.51427845573514
"81","2025-01-14","1C","Fish","Birds","Birds Fish",71,5041,"Post","2025-01-14",8.51666666666667,10.1608333333333,22.86,7200.00786428,7200,0.642083890834068,0.412271722868615,-1.16140580142659,0.735267379817548,-0.238784377978212
"82","2025-01-14","1E","Fish","NoBirds","NoBirds Fish",71,5041,"Post","2025-01-14",8.62916666666667,1.54625,21.59,11574.07407396,11574,0.642083890834068,0.412271722868615,-1.08669988784305,-2.94939230559716,-0.511742217791289
"83","2025-01-14","2C","NoFish","Birds","Birds NoFish",71,5041,"Post","2025-01-14",8.9525,10.8254166666667,22.86,3243.68954932,3244,0.642083890834068,0.412271722868615,-0.871989558432584,1.01952528541547,-0.238784377978212
"84","2025-01-14","2E","NoFish","NoBirds","NoBirds NoFish",71,5041,"Post","2025-01-14",8.41083333333333,8.41583333333333,27.94,7845.9373837,7846,0.642083890834068,0.412271722868615,-1.23168469790889,-0.0111101177648743,0.853046981274099
"85","2025-01-14","3C","NoFish","Birds","Birds NoFish",71,5041,"Post","2025-01-14",8.53416666666667,9.17791666666667,25.4,7740.62278782,7741,0.642083890834068,0.412271722868615,-1.14978488153582,0.31485082852889,0.307131301647943
"86","2025-01-14","3E","NoFish","NoBirds","NoBirds NoFish",71,5041,"Post","2025-01-14",8.59583333333333,9.79291666666667,27.94,3105.464142765,3105,0.642083890834068,0.412271722868615,-1.10883497334929,0.577900777533588,0.853046981274099
"87","2025-01-14","4C","Fish","Birds","Birds Fish",71,5041,"Post","2025-01-14",8.84916666666667,10.3970833333333,29.21,12286.70283881,12287,0.642083890834068,0.412271722868615,-0.940608323501907,0.836317055349841,1.12600482108718
"88","2025-01-14","4E","Fish","NoBirds","NoBirds Fish",71,5041,"Post","2025-01-14",8.3225,8.2275,22.86,2469.62727057,2470,0.642083890834068,0.412271722868615,-1.29034267450041,-0.0916647091944961,-0.238784377978212
"89","2025-01-14","5C","NoFish","Birds","Birds NoFish",71,5041,"Post","2025-01-14",8.60916666666667,10.2370833333333,26.67,2739.93473297,2740,0.642083890834068,0.412271722868615,-1.09998093914679,0.767881296259188,0.580089141461021
"90","2025-01-14","5E","NoFish","NoBirds","NoBirds NoFish",71,5041,"Post","2025-01-14",8.715,10.2829166666667,25.4,7344.71791911,7345,0.642083890834068,0.412271722868615,-1.0297020426645,0.787485289748726,0.307131301647943
"91","2025-01-14","6C","Fish","Birds","Birds Fish",71,5041,"Post","2025-01-14",8.90833333333333,10.7508333333333,25.4,11180.89958288,11181,0.642083890834068,0.412271722868615,-0.901318546728347,0.987624241464331,0.307131301647943
"92","2025-01-14","6E","Fish","NoBirds","NoBirds Fish",71,5041,"Post","2025-01-14",8.44166666666667,7.67875,25.4,3372.69992913,3373,0.642083890834068,0.412271722868615,-1.21120974381562,-0.32637797670072,0.307131301647943
"93","2025-01-14","7C","Fish","Birds","Birds Fish",71,5041,"Post","2025-01-14",8.48583333333333,10.63375,30.48,1564.506828056,1565,0.642083890834068,0.412271722868615,-1.18188075551986,0.937544949004779,1.39896266090025
"94","2025-01-14","7E","Fish","NoBirds","NoBirds Fish",71,5041,"Post","2025-01-14",8.63583333333333,4.04958333333333,25.4,6669.92439808,6670,0.642083890834068,0.412271722868615,-1.08227287074181,-1.87865782482465,0.307131301647943
"95","2025-01-14","8C","NoFish","Birds","Birds NoFish",71,5041,"Post","2025-01-14",8.715,9.655,27.94,18282.6138242,18283,0.642083890834068,0.412271722868615,-1.0297020426645,0.518910578942424,0.853046981274099
"96","2025-01-14","8E","NoFish","NoBirds","NoBirds NoFish",71,5041,"Post","2025-01-14",8.25583333333333,5.6975,17.78,16822.95352582,16823,0.642083890834068,0.412271722868615,-1.33461284551288,-1.17380514981545,-1.33061573723052
"97","2025-01-31","1C","Fish","Birds","Birds Fish",88,7744,"Post","2025-01-31",9.2425,8.08125,27.94,10861.44530905,10861,1.16382236291188,1.3544824924138,-0.679414314528349,-0.154219270238296,0.853046981274099
"98","2025-01-31","1E","Fish","NoBirds","NoBirds Fish",88,7744,"Post","2025-01-31",9.1325,9.37541666666667,25.4,19118.10961672,19118,1.16382236291188,1.3544824924138,-0.75246009669892,0.399326218656415,0.307131301647943
"99","2025-01-31","2C","NoFish","Birds","Birds NoFish",88,7744,"Post","2025-01-31",9.20333333333333,7.20083333333333,25.4,4582.94015845,4583,1.16382236291188,1.3544824924138,-0.705423039998176,-0.530794163359521,0.307131301647943
"100","2025-01-31","2E","NoFish","NoBirds","NoBirds NoFish",88,7744,"Post","2025-01-31",9.18333333333333,5.96583333333333,27.94,8354.95793043,8355,1.16382236291188,1.3544824924138,-0.718704091301916,-1.0590326788405,0.853046981274099
"101","2025-01-31","3C","NoFish","Birds","Birds NoFish",88,7744,"Post","2025-01-31",9.25166666666667,6.49958333333333,27.94,25998.66320525,25999,1.16382236291188,1.3544824924138,-0.673327166014131,-0.830735263749024,0.853046981274099
"102","2025-01-31","4C","Fish","Birds","Birds Fish",88,7744,"Post","2025-01-31",9.24583333333333,8.3725,30.48,36270.34677986,36270,1.16382236291188,1.3544824924138,-0.677200805977727,-0.0296448025185912,1.39896266090025
"103","2025-01-31","4E","Fish","NoBirds","NoBirds Fish",88,7744,"Post","2025-01-31",9.16,8.71833333333333,27.94,14301.72210392,14302,1.16382236291188,1.3544824924138,-0.734198651156277,0.118276239265892,0.853046981274099
"104","2025-01-31","5C","NoFish","Birds","Birds NoFish",88,7744,"Post","2025-01-31",9.25083333333333,8.57375,35.56,14080.56145425,14081,1.16382236291188,1.3544824924138,-0.673880543151791,0.0564345507126209,2.49079402015256
"105","2025-01-31","5E","NoFish","NoBirds","NoBirds NoFish",88,7744,"Post","2025-01-31",9.29416666666667,8.36208333333333,27.94,19363.8436735,19364,1.16382236291188,1.3544824924138,-0.645104931993684,-0.0341002555843902,0.853046981274099
"106","2025-01-31","6C","Fish","Birds","Birds Fish",88,7744,"Post","2025-01-31",9.255,8.59833333333333,25.4,20199.33946718,20199,1.16382236291188,1.3544824924138,-0.67111365746351,0.0669494199479015,0.307131301647943
"107","2025-01-31","6E","Fish","NoBirds","NoBirds Fish",88,7744,"Post","2025-01-31",9.1775,4.55291666666667,27.94,16193.87434216,16194,1.16382236291188,1.3544824924138,-0.722577731265505,-1.6633703326853,0.853046981274099
"108","2025-01-31","7C","Fish","Birds","Birds Fish",88,7744,"Post","2025-01-31",9.1475,8.74541666666667,33.02,8496.2550135,8496,1.16382236291188,1.3544824924138,-0.742499308221115,0.129860417236969,1.94487834052641
"109","2025-01-31","7E","Fish","NoBirds","NoBirds Fish",88,7744,"Post","2025-01-31",9.22666666666667,8.51541666666667,33.02,18774.08193834,18774,1.16382236291188,1.3544824924138,-0.689928480143807,0.031484013544155,1.94487834052641
"110","2025-01-31","8C","NoFish","Birds","Birds NoFish",88,7744,"Post","2025-01-31",9.0225,7.58041666666667,30.48,12729.02414056,12729,1.16382236291188,1.3544824924138,-0.825505878869492,-0.368437453641849,1.39896266090025
"111","2025-01-31","8E","NoFish","NoBirds","NoBirds NoFish",88,7744,"Post","2025-01-31",9.11416666666667,4.07666666666667,15.24,38039.63198604,38040,1.16382236291188,1.3544824924138,-0.764634393727348,-1.86707364685357,-1.87653141685668
"112","2025-02-11","1C","Fish","Birds","Birds Fish",99,9801,"Post","2025-02-11",9.745,9.6675,24.13,20002.75222093,20003,1.50141784484459,2.25425554481776,-0.345727900521871,0.524257122621382,0.0341734618348654
"113","2025-02-11","1E","Fish","NoBirds","NoBirds Fish",99,9801,"Post","2025-02-11",9.92666666666667,5.53375,22.86,30061.46628212,30061,1.50141784484459,2.25425554481776,-0.225091684512893,-1.24384487200979,-0.238784377978212
"114","2025-02-11","2C","NoFish","Birds","Birds NoFish",99,9801,"Post","2025-02-11",9.79083333333333,10.4820833333333,22.86,24737.22838638,24737,1.50141784484459,2.25425554481776,-0.315292157950801,0.87267355236675,-0.238784377978212
"115","2025-02-11","2E","NoFish","NoBirds","NoBirds NoFish",99,9801,"Post","2025-02-11",9.65166666666667,1.35166666666667,22.86,40005.50444096,40006,1.50141784484459,2.25425554481776,-0.407706139939323,-3.03262016886626,-0.238784377978212
"116","2025-02-11","3C","NoFish","Birds","Birds NoFish",99,9801,"Post","2025-02-11",9.70083333333333,10.75625,25.4,24524.25886642,24524,1.50141784484459,2.25425554481776,-0.375056888817633,0.98994107705856,0.307131301647943
"117","2025-02-11","3E","NoFish","NoBirds","NoBirds NoFish",99,9801,"Post","2025-02-11",9.72333333333333,10.2895833333333,22.86,24942.00676188,24942,1.50141784484459,2.25425554481776,-0.360115706100925,0.790336779710808,-0.238784377978212
