"","Date","PlotID","CH4Flux","FishTreatment","BirdTreatment","treatment","StudyYear","SamplingOccasion","logFlux","MeanDepth","PO4","Date.y","GravH2O","NH4","NO3","Redox","SoilTemp","Daphnia","ElapsedDays","ElapsedDays2","Pre_Post","MeanTemp","MeanDO"
"33",2024-01-04,"1E",7.92544,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-04",2.07007783872687,25.4,7.47,"1/4/2024",0.334,4.68,0.26,NA,NA,132.6963907,28,784,"Post",10.3224537037037,8.63583333333333
"34",2024-01-04,"2C",53.722215,"NoFish","Birds","Birds NoFish","Year1","2024-01-04",3.98382660312072,27.94,8.78,"1/4/2024",0.468,0.79,0,NA,NA,98.29362271,28,784,"Post",10.3252314814815,9.86583333333333
"35",2024-01-04,"2E",6.806495,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-04",1.91787730337819,30.48,2.57,"1/4/2024",0.424,NA,1.12,NA,NA,1325.474609,28,784,"Post",10.1368055555556,9.62208333333333
"36",2024-01-04,"3C",233.128185,"NoFish","Birds","Birds NoFish","Year1","2024-01-04",5.45158845250314,27.94,8.1,"1/4/2024",0.439,3.49,0,NA,NA,1122.185526,28,784,"Post",10.2423611111111,9.425
"37",2024-01-04,"3E",2281.04824,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-04",7.73239037067979,22.86,10.09,"1/4/2024",0.388,0.07,0,NA,NA,461.98,28,784,"Post",10.2518518518519,8.99291666666667
"38",2024-01-04,"4C",605.891285,"Fish","Birds","Birds Fish","Year1","2024-01-04",6.40670057228585,30.48,6.94,"1/4/2024",0.428,0.36,0,NA,NA,70.20973,28,784,"Post",10.3025462962963,9.4225
"39",2024-01-04,"4E",6.486405,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-04",1.86970844811886,35.56,8.45,"1/4/2024",0.359,1.03,0,NA,NA,312.7524359,28,784,"Post",10.018287037037,10.1841666666667
"40",2024-01-04,"5C",18.91701,"NoFish","Birds","Birds NoFish","Year1","2024-01-04",2.94006151730843,25.908,11.58,"1/4/2024",0.36,7,0.33,NA,NA,2142.800975,28,784,"Post",10.1201388888889,6.4475
"41",2024-01-04,"5E",96.739215,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-04",4.57201885282811,25.4,6.91,"1/4/2024",0.5,2.88,0,NA,NA,2693.245721,28,784,"Post",10.2296296296296,8.38833333333333
"42",2024-01-04,"6C",9.06947,"Fish","Birds","Birds Fish","Year1","2024-01-04",2.20491382802057,24.13,10.52,"1/4/2024",0.44,0.68,0,NA,NA,165.8704884,28,784,"Post",10.3724537037037,10.2045833333333
"43",2024-01-04,"6E",268.456985,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-04",5.59269069627304,25.908,8.55,"1/4/2024",0.402,3.03,0,NA,NA,113.0376661,28,784,"Post",10.1199074074074,9.99083333333333
"44",2024-01-04,"7C",14.22191,"Fish","Birds","Birds Fish","Year1","2024-01-04",2.65478373321742,27.94,8.22,"1/4/2024",0.45,10.22,0,NA,NA,334.19831,28,784,"Post",10.2196759259259,9.9675
"45",2024-01-04,"7E",8.38895,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-04",2.12691536366044,27.94,11.15,"1/4/2024",0.342,2.53,0,NA,NA,609.42047,28,784,"Post",10.3474537037037,9.99375
"46",2024-01-04,"8C",103.14125,"NoFish","Birds","Birds NoFish","Year1","2024-01-04",4.63609940799866,29.21,11.5,"1/4/2024",0.448,5.71,0,NA,NA,1261.434825,28,784,"Post",10.0752314814815,8.37291666666667
"47",2024-01-04,"8E",55.69537,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-04",4.01989701960034,27.94,7.79,"1/4/2024",0.399,27,0,NA,NA,240.8193757,28,784,"Post",9.63634259259259,8.24916666666667
"48",2024-01-17,"1C",7.004545,"Fish","Birds","Birds Fish","Year1","2024-01-17",1.94655922407483,27.178,NA,"1/17/2024",0.437,1.29,0,NA,NA,34.40276795,41,1681,"Post",12.2155092592593,9.63958333333333
"49",2024-01-17,"1E",285.65723,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-17",5.65479259554507,25.4,NA,"1/17/2024",0.375,0.41,0,NA,NA,113.0376661,41,1681,"Post",12.1898148148148,9.3
"50",2024-01-17,"2C",9.70762,"NoFish","Birds","Birds NoFish","Year1","2024-01-17",2.27291114412338,27.94,NA,"1/17/2024",0.373,4.33,0,NA,NA,49.14681135,41,1681,"Post",12.068287037037,10.5258333333333
"51",2024-01-17,"2E",6.991315,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-17",1.9446686644464,30.48,NA,"1/17/2024",0.442,2.47,0,NA,NA,265.3927813,41,1681,"Post",12.1597222222222,10.7195833333333
"52",2024-01-17,"3C",203.055585,"NoFish","Birds","Birds NoFish","Year1","2024-01-17",5.31347975929454,27.94,NA,"1/17/2024",0.445,3.72,0,NA,NA,324.3689549,41,1681,"Post",12.1256944444444,9.89583333333333
"53",2024-01-17,"3E",264.156525,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-17",5.57654182517917,22.86,NA,"1/17/2024",0.377,3.94,0,NA,NA,137.6110718,41,1681,"Post",12.1733796296296,9.71833333333333
"54",2024-01-17,"4C",64.453805,"Fish","Birds","Birds Fish","Year1","2024-01-17",4.16594876565649,30.48,NA,"1/17/2024",0.433,0.04,0.19,NA,NA,39.31744909,41,1681,"Post",12.0585648148148,10.2345833333333
"55",2024-01-17,"4E",5.92349,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-17",1.77892580222015,35.56,NA,"1/17/2024",0.372,6.19,0,NA,NA,565.1883306,41,1681,"Post",12.0293981481481,10.6775
"56",2024-01-17,"5C",15.410135,"NoFish","Birds","Birds NoFish","Year1","2024-01-17",2.73502540983875,25.908,NA,"1/17/2024",0.408,0.59,0,NA,NA,409.5567613,41,1681,"Post",12.0717592592593,9.7525
"57",2024-01-17,"5E",11.95203,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-17",2.48090113842747,25.4,NA,"1/17/2024",0.332,NA,0.33,NA,NA,511.126842,41,1681,"Post",12.0902777777778,10.21625
"58",2024-01-17,"6C",16.38941,"Fish","Birds","Birds Fish","Year1","2024-01-17",2.79663539454832,24.13,NA,"1/17/2024",0.379,8.11,0,NA,NA,393.174462,41,1681,"Post",12.1506944444444,10.85125
"59",2024-01-17,"6E",7.45264,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-17",2.00856833203604,25.908,NA,"1/17/2024",0.398,2.27,0,NA,NA,162.1844775,41,1681,"Post",12.1643518518519,10.42625
"60",2024-01-17,"7C",35.47993,"Fish","Birds","Birds Fish","Year1","2024-01-17",3.56896718449693,27.94,NA,"1/17/2024",0.361,2.27,0,NA,NA,1621.844775,41,1681,"Post",12.1803240740741,9.76333333333333
"61",2024-01-17,"7E",10.53607,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-17",2.35480460830653,27.94,NA,"1/17/2024",0.393,3.91,0,NA,NA,226.0753322,41,1681,"Post",12.0615740740741,10.1308333333333
"62",2024-01-17,"8C",6691.47686,"NoFish","Birds","Birds NoFish","Year1","2024-01-17",8.80858988511194,29.21,NA,"1/17/2024",0.401,8.39,0,NA,NA,2132.9716,41,1681,"Post",12.2291666666667,8.84958333333333
"63",2024-01-17,"8E",13.348315,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-17",2.59139015965173,27.94,NA,"1/17/2024",0.345,2.15,0,NA,NA,249.5145807,41,1681,"Post",12.1789351851852,7.88583333333333
"64",2024-01-29,"1C",25.049325,"Fish","Birds","Birds Fish","Year1","2024-01-29",3.22084688106004,34.29,NA,"1/29/2024",0.809,18.05,2.04,NA,NA,103.2083038,53,2809,"Post",15.9516203703704,8.05208333333333
"65",2024-01-29,"1E",27.04678,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-29",3.2975679593898,34.29,NA,"1/29/2024",0.355,3.76,1.41,NA,NA,108.122985,53,2809,"Post",16.1159722222222,6.14541666666667
"66",2024-01-29,"2C",19.9377,"NoFish","Birds","Birds NoFish","Year1","2024-01-29",2.99261241184271,31.115,NA,"1/29/2024",0.435,2.21,0.35,NA,NA,255.56341,53,2809,"Post",16.1657407407407,8.77708333333333
"67",2024-01-29,"2E",11.72104,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-29",2.46138551741332,28.956,NA,"1/29/2024",0.418,3.89,0.56,NA,NA,58.97617363,53,2809,"Post",15.9023148148148,9.72416666666667
"68",2024-01-29,"3C",29.76852,"NoFish","Birds","Birds NoFish","Year1","2024-01-29",3.39345145931422,31.496,NA,"1/29/2024",0.836,NA,0.92,NA,NA,230.9900134,53,2809,"Post",15.9460648148148,8.16708333333333
"69",2024-01-29,"3E",394.104045,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-29",5.9766149480407,29.21,NA,"1/29/2024",0.872,NA,1.45,NA,NA,167.099152,53,2809,"Post",16.0837962962963,7.61708333333333
"70",2024-01-29,"4C",238.66947,"Fish","Birds","Birds Fish","Year1","2024-01-29",5.47507962403361,33.02,NA,"1/29/2024",0.395,4.09,1.04,NA,NA,235.9046945,53,2809,"Post",16.068287037037,8.85708333333333
"71",2024-01-29,"4E",2446.62949,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-29",7.80246663800212,32.512,NA,"1/29/2024",0.387,8.3,0.45,NA,NA,223.3945985,53,2809,"Post",15.8118055555556,9.28666666666667
"72",2024-01-29,"5E",31.835045,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-29",3.46056772700655,39.37,NA,"1/29/2024",0.888,NA,0,NA,NA,117.9523473,53,2809,"Post",16.0456018518519,9.39291666666667
"73",2024-01-29,"6E",22.226365,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-29",3.10127919683684,30.48,NA,"1/29/2024",0.399,14.23,0.02,NA,NA,19.658724,53,2809,"Post",15.9581018518519,9.19291666666667
"74",2024-01-29,"7C",145.807745,"Fish","Birds","Birds Fish","Year1","2024-01-29",4.98228893887701,29.972,NA,"1/29/2024",0.469,34.5,0,NA,NA,324.368955,53,2809,"Post",15.8402777777778,8.045
"75",2024-01-29,"7E",31.10945,"Fish","NoBirds","NoBirds Fish","Year1","2024-01-29",3.43751163155044,36.3982,NA,"1/29/2024",0.427,12.3,0.1,NA,NA,196.5872454,53,2809,"Post",16.0673611111111,8.7375
"76",2024-01-29,"8C",409.91241,"NoFish","Birds","Birds NoFish","Year1","2024-01-29",6.01594350272899,35.56,NA,"1/29/2024",0.368,7.3,0,NA,NA,7735.70762,53,2809,"Post",15.8,6.46166666666667
"77",2024-01-29,"8E",71.314585,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-01-29",4.26710086470584,33.02,NA,"1/29/2024",0.37,8.35,0,NA,NA,437.4066211,53,2809,"Post",15.4092592592593,2
"78",2024-02-06,"1C",9.955595,"Fish","Birds","Birds Fish","Year1","2024-02-06",2.29813470469039,25.654,9.91,"2/6/2024",0.321,2.69,0.15,NA,NA,1871.359356,61,3721,"Post",13.3009259259259,6.85541666666667
"79",2024-02-06,"1E",14.49929,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-06",2.67409968271044,25.4,9.43,"2/6/2024",0.35,2.81,0.01,NA,NA,1158.460553,61,3721,"Post",13.6168981481481,7.34
"80",2024-02-06,"2C",8.304,"NoFish","Birds","Birds NoFish","Year1","2024-02-06",2.11673732642353,29.464,8.85,"2/6/2024",0.372,7.61,0.32,NA,NA,2752.22181,61,3721,"Post",13.4145833333333,7.86208333333333
"81",2024-02-06,"2E",2153.75826,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-06",7.674969623006,29.718,9.48,"2/6/2024",0.369,2.26,0.21,NA,NA,358.7717229,61,3721,"Post",13.3810185185185,7.3075
"82",2024-02-06,"3C",17.265245,"NoFish","Birds","Birds NoFish","Year1","2024-02-06",2.8486955213002,29.972,8.75,"2/6/2024",0.438,7.51,0.13,NA,NA,532.4237898,61,3721,"Post",13.274537037037,7.35125
"83",2024-02-06,"3E",813.10744,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-06",6.70086325333796,27.94,8.35,"2/6/2024",0.357,3.06,1.05,NA,NA,1323.183383,61,3721,"Post",13.5027777777778,8.17583333333333
"84",2024-02-06,"4E",9.568875,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-06",2.25851564369581,34.544,11.58,"2/6/2024",0.422,6.05,0.21,NA,NA,1572.697964,61,3721,"Post",13.3335648148148,7.41625
"85",2024-02-06,"5C",13.869935,"NoFish","Birds","Birds NoFish","Year1","2024-02-06",2.62972354794229,29.21,13.02,"2/6/2024",0.503,16.24,0.12,NA,NA,132.69639,61,3721,"Post",13.2671296296296,6.44958333333333
"86",2024-02-06,"5E",1316.54485,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-06",7.18276604595957,27.686,11.53,"2/6/2024",0.443,6.91,0,NA,NA,3112.631387,61,3721,"Post",13.5037037037037,7.88875
"87",2024-02-06,"6C",28.109105,"Fish","Birds","Birds Fish","Year1","2024-02-06",3.33609354520843,28.194,11.43,"2/6/2024",0.346,7.06,0,NA,NA,344.0276795,61,3721,"Post",13.5506944444444,8.78416666666667
"88",2024-02-06,"6E",7.57821,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-06",2.02527702400975,33.528,3.53,"2/6/2024",0.314,14.5,0.03,NA,NA,308.2979476,61,3721,"Post",13.5650462962963,8.22416666666667
"89",2024-02-06,"7C",11.505125,"Fish","Birds","Birds Fish","Year1","2024-02-06",2.44279258826968,31.75,11.73,"2/6/2024",0.476,32.52,0,NA,NA,2490.105109,61,3721,"Post",13.4099537037037,6.39916666666667
"90",2024-02-06,"7E",8.58221,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-06",2.14969145609051,29.464,13.52,"2/6/2024",0.408,4.95,0,NA,NA,311.2631386,61,3721,"Post",13.4627314814815,9.11708333333333
"91",2024-02-06,"8C",724.35348,"NoFish","Birds","Birds NoFish","Year1","2024-02-06",6.58527950528343,29.21,16.93,"2/6/2024",0.498,33.13,0.15,NA,NA,819.1135226,61,3721,"Post",13.6731481481481,8.11958333333333
"92",2024-02-06,"8E",30.834175,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-06",3.428623652775,30.734,8.65,"2/6/2024",0.373,0.57,0.92,NA,NA,1744.711803,61,3721,"Post",13.4534722222222,6.18166666666667
"93",2024-02-12,"1C",64.27821,"Fish","Birds","Birds Fish","Year1","2024-02-12",4.16322069356185,33.655,NA,"2/12/2024",0.406,8.33,1.69,NA,NA,1871.359356,67,4489,"Post",11.7837962962963,10.22875
"94",2024-02-12,"1E",56.02628,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-12",4.02582086636933,29.845,NA,"2/12/2024",0.333,8.44,0.19,NA,NA,1158.460553,67,4489,"Post",11.8888888888889,9.02666666666667
"95",2024-02-12,"2C",8.53289,"NoFish","Birds","Birds NoFish","Year1","2024-02-12",2.1439281083428,29.845,NA,"2/12/2024",NA,NA,NA,NA,NA,2752.22181,67,4489,"Post",12.1194444444444,9.84791666666667
"96",2024-02-12,"2E",7.23634,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-12",1.97911555371497,33.02,NA,"2/12/2024",0.347,9.2,0,NA,NA,358.7717229,67,4489,"Post",11.7231481481481,10.3025
"97",2024-02-12,"3C",10.4563,"NoFish","Birds","Birds NoFish","Year1","2024-02-12",2.34720466757061,31.75,NA,"2/12/2024",0.407,11.56,0,NA,NA,532.4237898,67,4489,"Post",11.6736111111111,10.1666666666667
"98",2024-02-12,"3E",25.009085,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-12",3.21923915885441,24.13,NA,"2/12/2024",0.375,5.47,0,NA,NA,1323.183383,67,4489,"Post",12.0650462962963,8.90208333333333
"99",2024-02-12,"4C",11.52663,"Fish","Birds","Birds Fish","Year1","2024-02-12",2.44466001055248,27.94,NA,"2/12/2024",0.452,8.36,0,NA,NA,3538.570417,67,4489,"Post",12.1761574074074,9.67833333333333
"100",2024-02-12,"4E",8.15411,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-12",2.09852209461757,37.338,NA,"2/12/2024",0.393,13.97,0,NA,NA,1572.697964,67,4489,"Post",11.4925925925926,10.73375
"101",2024-02-12,"5C",7.405205,"NoFish","Birds","Birds NoFish","Year1","2024-02-12",2.00218313133387,26.035,NA,"2/12/2024",0.354,9.93,0,NA,NA,132.69639,67,4489,"Post",11.5256944444444,10.4979166666667
"102",2024-02-12,"5E",54.481635,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-12",3.99786367240415,30.48,NA,"2/12/2024",0.436,6.91,0.31,NA,NA,3112.631387,67,4489,"Post",11.9960648148148,10.1433333333333
"103",2024-02-12,"6C",19.259955,"Fish","Birds","Birds Fish","Year1","2024-02-12",2.95802806991865,32.004,NA,"2/12/2024",0.369,12.28,0,NA,NA,344.0276795,67,4489,"Post",12.1983796296296,10.1525
"104",2024-02-12,"6E",12.55579,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-12",2.53018191376816,33.02,NA,"2/12/2024",0.356,12.53,0,NA,NA,308.2979476,67,4489,"Post",11.8094907407407,10.3508333333333
"105",2024-02-12,"7C",13.097315,"Fish","Birds","Birds Fish","Year1","2024-02-12",2.5724072473675,29.21,NA,"2/12/2024",0.353,11.64,0,NA,NA,2490.105109,67,4489,"Post",11.7925925925926,8.35333333333333
"106",2024-02-12,"7E",15.30103,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-12",2.72792014639392,29.21,NA,"2/12/2024",0.4,10.17,0,NA,NA,311.2631386,67,4489,"Post",11.89375,10.4616666666667
"107",2024-02-12,"8C",118.74209,"NoFish","Birds","Birds NoFish","Year1","2024-02-12",4.77695383016986,25.4,NA,"2/12/2024",0.362,22.98,0,NA,NA,819.1135226,67,4489,"Post",12.1111111111111,9.16291666666667
"108",2024-02-12,"8E",61.46763,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-12",4.11851069478277,30.48,NA,"2/12/2024",0.34,20.23,0,NA,NA,1744.711803,67,4489,"Post",11.4643518518519,7.65375
"109",2024-02-20,"1C",5.223675,"Fish","Birds","Birds Fish","Year1","2024-02-20",1.65320117717512,29.845,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",12.1037037037037,9.40333333333333
"110",2024-02-20,"1E",5.763275,"Fish","NoBirds","NoBirds Fish","Year1","2024-02-20",1.75150588951838,33.655,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",11.9685185185185,9.30416666666667
"111",2024-02-20,"2C",5.45458,"NoFish","Birds","Birds NoFish","Year1","2024-02-20",1.69645562273701,31.75,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",12.1407407407407,9.5625
"112",2024-02-20,"2E",19.28552,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-20",2.9593545552583,30.48,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",12.0263888888889,9.59083333333333
"113",2024-02-20,"3C",142.492635,"NoFish","Birds","Birds NoFish","Year1","2024-02-20",4.9592903141625,26.924,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",11.9585858585859,9.37363636363636
"114",2024-02-20,"3E",11.60134,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-20",2.4511206086821,22.86,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",11.9373737373737,9.36454545454546
"115",2024-02-20,"4C",5.718225,"Fish","Birds","Birds Fish","Year1","2024-02-20",1.74365844254883,27.94,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",12.5329365079365,9.57857142857143
"116",2024-02-20,"5E",202.165405,"NoFish","NoBirds","NoBirds NoFish","Year1","2024-02-20",5.30908619897105,27.94,NA,NA,NA,NA,NA,NA,NA,NA,75,5625,"Post",12.5592592592593,9.484
